Huntington_disease	Skin_disorder
Huntington_disease	Bipolar_depression
Huntington_disease	Alzheimer_disease
Huntington_disease	Attention_deficit_hyperactivity_disorder
Huntington_disease	Charcot_Marie_Tooth_disease_X_linked_recessive_4
Huntington_disease	Schizophrenia
Huntington_disease	Respiratory_insufficiency
Huntington_disease	Severe_major_depression_with_psychotic_features
Huntington_disease	Juvenile_idiopathic_arthritis
Huntington_disease	Rheumatoid_arthritis
Huntington_disease	Colonic_neoplasm
Huntington_disease	Movement_disorder
Huntington_disease	Neoplasm_of_the_pancreas
Huntington_disease	Hereditary_spastic_paraplegia_35
Huntington_disease	Severe_X_linked_mitochondrial_encephalomyopathy
Huntington_disease	Status_epilepticus
Huntington_disease	Hepatic_encephalopathy
Huntington_disease	Psychotic_disorder
Huntington_disease	Rhabdomyosarcoma
Huntington_disease	Seizure
Huntington_disease	Pancreatitis
Huntington_disease	Dysthymic_disorder
Huntington_disease	Adenocarcinoma
Huntington_disease	Epilepsy
Huntington_disease	Myopathy
Rhabdomyosarcoma	Rectal_neoplasm
Rhabdomyosarcoma	Squamous_cell_carcinoma
Rhabdomyosarcoma	Basal_Cell_Carcinoma_Nonsyndromic
Rhabdomyosarcoma	Neurofibromatosis_type_1
Rhabdomyosarcoma	Holoprosencephaly_7
Rhabdomyosarcoma	Liposarcoma
Rhabdomyosarcoma	Spinal_cord_tumor
Rhabdomyosarcoma	Hyperpigmentation_of_the_skin
Rhabdomyosarcoma	Temporal_lobe_epilepsy
Rhabdomyosarcoma	Basal_cell_carcinoma_susceptibility_to_1
Rhabdomyosarcoma	Chronic_bronchitis
Rhabdomyosarcoma	Euthyroid_goiter
Rhabdomyosarcoma	Myeloid_leukemia
Rhabdomyosarcoma	Neovascularization
Rhabdomyosarcoma	Renal_cell_carcinoma
Rhabdomyosarcoma	Gorlin_syndrome
Rhabdomyosarcoma	Otitis_media
Rhabdomyosarcoma	Neoplasm_of_the_large_intestine
Rhabdomyosarcoma	Adrenal_cortex_carcinoma
Rhabdomyosarcoma	Costello_syndrome
Rhabdomyosarcoma	Erectile_dysfunction
Rhabdomyosarcoma	Lynch_syndrome_1
Rhabdomyosarcoma	Epidermal_nevus
Rhabdomyosarcoma	Parkinson_disease
Rhabdomyosarcoma	Chronic_diarrhea
Rhabdomyosarcoma	Neoplasm_of_ovary
Rhabdomyosarcoma	Bipolar_affective_disorder
Rhabdomyosarcoma	Abnormal_heart_morphology
Rhabdomyosarcoma	Hyperkeratosis
Rhabdomyosarcoma	Cardiac_arrhythmia
Rhabdomyosarcoma	Metastasis
Rhabdomyosarcoma	Colorectal_cancer_hereditary_nonpolyposis_type_2
Rhabdomyosarcoma	myoclonic_epilepsy
Rhabdomyosarcoma	Colon_cancer
Rhabdomyosarcoma	Noonan_syndrome
Rhabdomyosarcoma	Growth_Disorders
Rhabdomyosarcoma	Gastrointestinal_hemorrhage
Rhabdomyosarcoma	Increased_intracranial_pressure
Rhabdomyosarcoma	Obstructive_sleep_apnea_syndrome
Rhabdomyosarcoma	Alcohol_dependence
Rhabdomyosarcoma	DICER1_related_tumor_predisposition
Rhabdomyosarcoma	Basal_cell_carcinoma_multiple
Rhabdomyosarcoma	Major_depressive_disorder
Rhabdomyosarcoma	Fibrosarcoma
Rhabdomyosarcoma	Bronchiectasis
Pheochromocytoma	Paragangliomas_3
Pheochromocytoma	Paragangliomas_with_sensorineural_hearing_loss
Pheochromocytoma	Neuroblastoma_susceptibility_to_1
Pheochromocytoma	Severe_major_depression_with_psychotic_features
Pheochromocytoma	Papillary_thyroid_carcinoma
Pheochromocytoma	Hypercalcemia
Pheochromocytoma	Neurofibromatosis_familial_spinal
Pheochromocytoma	Glioma
Pheochromocytoma	Parkinson_disease
Pheochromocytoma	Medullary_Carcinoma_Not_Otherwise_Specified
Pheochromocytoma	Schizophrenia
Pheochromocytoma	Thyroid_cancer_nonmedullary_1
Pheochromocytoma	Dizziness
Pheochromocytoma	Dysthymic_disorder
Pheochromocytoma	MULTIPLE_ENDOCRINE_NEOPLASIA_TYPE_IIB
Pheochromocytoma	Familial_medullary_thyroid_carcinoma
Pheochromocytoma	Hemangioma
Pheochromocytoma	Sarcoma
Pheochromocytoma	Heart_failure
Pheochromocytoma	Carcinoid_syndrome
Pheochromocytoma	Charcot_Marie_Tooth_disease_type_2A1
Pheochromocytoma	Acne
Pheochromocytoma	Skin_disorder
Pheochromocytoma	Hypotension
Pheochromocytoma	Multiple_endocrine_neoplasia
Pheochromocytoma	Renal_hypodysplasia/aplasia_1
Pheochromocytoma	Uterine_leiomyoma
Pheochromocytoma	Panic_disorder
Pheochromocytoma	Hypocalcemia
Pheochromocytoma	Bacterial_endocarditis
Pheochromocytoma	Pigmented_nodular_adrenocortical_disease_primary_1
Pheochromocytoma	Acute_promyelocytic_leukemia
Pheochromocytoma	Congenital_hypothyroidism
Pheochromocytoma	Spinal_cord_tumor
Pheochromocytoma	Headache
Pheochromocytoma	Neoplasm_of_the_large_intestine
Pheochromocytoma	Paragangliomas_1
Pheochromocytoma	Varicose_disease
Pheochromocytoma	Hypoparathyroidism
Pheochromocytoma	Abdominal_pain
Pheochromocytoma	Burkitt_lymphoma
Pheochromocytoma	Chronic_myelomonocytic_leukemia
Pheochromocytoma	Nocturia
Pheochromocytoma	Neurofibromatosis_type_1
Pheochromocytoma	Hirschsprung_disease_susceptibility_to_1
Pheochromocytoma	Medullary_thyroid_carcinoma
Pheochromocytoma	Constipation
Pheochromocytoma	Osteoporosis
Pheochromocytoma	Neuroblastoma_susceptibility_to
Pheochromocytoma	Vertigo
Pheochromocytoma	Liposarcoma
Pheochromocytoma	Alcohol_dependence
Pheochromocytoma	Clear_cell_carcinoma_of_kidney
Pheochromocytoma	Neuroblastoma
Pheochromocytoma	Seborrheic_dermatitis
Pheochromocytoma	Tetany
Pheochromocytoma	Breast_carcinoma
Pheochromocytoma	Autism
Pheochromocytoma	Diabetes_mellitus
Pheochromocytoma	Urticaria
Pheochromocytoma	Hirschsprung_disease_protection_against
Pheochromocytoma	Solar_lentigo
Myopathy	Autosomal_recessive_limb_girdle_muscular_dystrophy_type_2O
Myopathy	Hypertrophic_cardiomyopathy_9
Myopathy	Autosomal_recessive_limb_girdle_muscular_dystrophy_type_2J
Myopathy	Oculopharyngeal_muscular_dystrophy
Myopathy	Muscular_dystrophy_dystroglycanopathy_congenital_with_brain_and_eye_anomalies_type_A3
Myopathy	Autosomal_dominant_optic_atrophy_classic_form
Myopathy	Glycogen_storage_disease_IIIa
Myopathy	Nemaline_myopathy_5
Myopathy	Myopathy_proximal_and_ophthalmoplegia
Myopathy	Childhood_hypophosphatasia
Myopathy	Sarcotubular_myopathy
Myopathy	Biliary_cirrhosis
Myopathy	Muscular_dystrophy_dystroglycanopathy_congenital_with_intellectual_disability_type_B14
Myopathy	Muscular_dystrophy_dystroglycanopathy_congenital_with_brain_and_eye_anomalies_type_A14
Myopathy	Medullary_thyroid_carcinoma
Myopathy	Glycogen_storage_disease_type_V
Myopathy	Arthrogryposis_distal_type_1A
Myopathy	B4GALT1_congenital_disorder_of_glycosylation
Myopathy	Anxiety
Myopathy	Autosomal_recessive_axonal_neuropathy_with_neuromyotonia
Myopathy	Peripheral_arterial_disease
Myopathy	Dilated_cardiomyopathy_1G
Myopathy	Congenital_myasthenic_syndrome_4C
Myopathy	Autosomal_recessive_limb_girdle_muscular_dystrophy_type_2N
Myopathy	Actin_accumulation_myopathy
Myopathy	Microalbuminuria
Myopathy	Hemangioma
Myopathy	Autosomal_recessive_limb_girdle_muscular_dystrophy_type_2K
Myopathy	Adult_hypophosphatasia
Myopathy	Distal_arthrogryposis_type_2B1
Myopathy	Decreased_circulating_carnitine_concentration
Myopathy	Gout
Myopathy	Congenital_muscular_dystrophy_due_to_integrin_alpha_7_deficiency
Myopathy	Arthrogryposis_distal_type_2B4
Myopathy	Autosomal_dominant_limb_girdle_muscular_dystrophy_type_1G
Myopathy	Glycogen_storage_disease_IIIc
Myopathy	Congenital_myopathy_23
Myopathy	Ullrich_congenital_muscular_dystrophy_1A
Myopathy	Megaconial_type_congenital_muscular_dystrophy
Myopathy	Muscular_dystrophy_dystroglycanopathy_congenital_with_brain_and_eye_anomalies_type_A_4
Myopathy	Chorea
Myopathy	Anemia
Myopathy	Frontotemporal_dementia_and/or_amyotrophic_lateral_sclerosis_6
Myopathy	Renal_hypodysplasia/aplasia_1
Myopathy	Movement_disorder
Myopathy	Thrombocytopenia
Myopathy	Dilated_cardiomyopathy_1X
Myopathy	Hypertrophic_cardiomyopathy_10
Myopathy	Hereditary_xanthinuria_type_1
Myopathy	Hepatic_veno_occlusive_disease
Myopathy	Glycogen_storage_disease_type_III
Myopathy	Lower_respiratory_tract_infection
Myopathy	Muscular_dystrophy_dystroglycanopathy_congenital_with_brain_and_eye_anomalies_type_A2
Myopathy	Bethlem_myopathy
Myopathy	Non_small_cell_lung_carcinoma
Myopathy	Autosomal_recessive_limb_girdle_muscular_dystrophy_type_2T
Myopathy	Muscular_dystrophy_dystroglycanopathy_congenital_with_intellectual_disability_type_B2
Myopathy	Primary_dilated_cardiomyopathy
Myopathy	Cowden_syndrome
Myopathy	Distal_myopathy_with_posterior_leg_and_anterior_hand_involvement
Myopathy	Infertility_disorder
Myopathy	Skin_ulcer
Myopathy	Hyperkalemia
Myopathy	Triglyceride_storage_disease_with_ichthyosis
Myopathy	Malignant_hyperthermia_susceptibility_to_1
Myopathy	Combined_oxidative_phosphorylation_defect_type_11
Myopathy	Proteus_like_syndrome
Myopathy	Uremia
Myopathy	Neoplasm_of_the_pancreas
Myopathy	Glycogen_storage_disease_IIId
Myopathy	Congenital_myasthenic_syndrome_16
Myopathy	Glycogen_storage_disease_IIIb
Myopathy	Muscular_dystrophy_dystroglycanopathy_congenital_with_intellectual_disability_type_B3
Myopathy	Hyperkalemic_periodic_paralysis
Myopathy	Central_core_myopathy
Myopathy	Type_1_diabetes_mellitus_2
Myopathy	Pyelonephritis
Myopathy	Renal_carnitine_transport_defect
Myopathy	Glanzmann_thrombasthenia
Myopathy	Constipation
Myopathy	Dermatomyositis
Myopathy	Bradycardia
Myopathy	Normokalemic_periodic_paralysis_potassium_sensitive
Myopathy	Hepatocellular_carcinoma
Myopathy	Stomatitis
Myopathy	Inclusion_body_myopathy_with_Paget_disease_of_bone_and_frontotemporal_dementia_type_1
Myopathy	Cholecystitis
Myopathy	Autosomal_recessive_limb_girdle_muscular_dystrophy_type_2M
Myopathy	Bipolar_depression
Myopathy	Peripheral_neuropathy
