Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Parkinson disease	11/249	3.9576088216679307E-14	5.857261056068537E-12	0	0	47.999115435647944	1481.2791638697017	PRKN;PINK1;TH;MAOB;LRRK2;MAPT;PARK7;DRD1;DRD2;SLC18A2;SNCA
Cocaine addiction	7/49	6.604861963642661E-13	4.8875978530955695E-11	0	0	144.40579710144928	4049.976128887264	DDC;TH;MAOB;BDNF;DRD1;DRD2;SLC18A2
Pathways of neurodegeneration	11/475	4.3936251328046874E-11	2.167521732183646E-9	0	0	24.338248638838476	580.4254014956069	PRKN;PINK1;IL6;BDNF;LRRK2;MAPT;PARK7;NOS1;TNF;SOD1;SNCA
Alcoholism	7/186	9.12844021175352E-9	3.3775228783488025E-7	0	0	33.64998785523439	622.9242342947173	DDC;TH;MAOB;BDNF;DRD1;DRD2;SLC18A2
Dopaminergic synapse	6/132	3.843175781628883E-8	1.1375800313621494E-6	0	0	39.37301587301587	672.2699014080113	DDC;TH;MAOB;DRD1;DRD2;SLC18A2
Amphetamine addiction	5/69	5.6201138452350295E-8	1.3862947484913072E-6	0	0	62.20625	1038.491592351509	DDC;TH;MAOB;DRD1;SLC18A2
Longevity regulating pathway	4/102	1.5779036818604998E-5	3.336139213076485E-4	0	0	31.19623233908948	344.9313840349303	SOD2;PPARGC1A;SOD1;IGF1R
Tyrosine metabolism	3/36	2.1028698361956374E-5	3.8867468175643515E-4	0	0	67.12794612794613	722.9426366158579	DDC;TH;MAOB
Serotonergic synapse	4/113	2.363562253924268E-5	3.8867468175643515E-4	0	0	28.032462949894143	298.622975391529	DDC;MAOB;CYP2D6;SLC18A2
Graft-versus-host disease	3/42	3.360629519553546E-5	4.973731688939248E-4	0	0	56.78347578347579	584.9150656046422	IL6;HLA-DRA;TNF
Inflammatory bowel disease	3/65	1.2492821606665156E-4	0.0016808523616240391	0	0	35.67741935483871	320.66048420441507	IL6;HLA-DRA;TNF
Amyotrophic lateral sclerosis	5/364	1.9033996129433594E-4	0.0023086789085866527	0	0	10.925348189415041	93.59416738412136	PRKN;PINK1;NOS1;TNF;SOD1
Alzheimer disease	5/369	2.0278936359207085E-4	0.0023086789085866527	0	0	10.772527472527473	91.60249322534375	IL6;MAPT;NOS1;TNF;SNCA
Phenylalanine metabolism	2/17	2.9169286205301905E-4	0.0030836102559890586	0	0	95.02380952380952	773.4756743774749	DDC;MAOB
Rheumatoid arthritis	3/93	3.607851781524913E-4	0.003559747091104581	0	0	24.54320987654321	194.55961688941923	IL6;HLA-DRA;TNF
Hematopoietic cell lineage	3/99	4.334480544214506E-4	0.004009394503398418	0	0	23.002314814814813	178.12391305752828	IL6;HLA-DRA;TNF
Insulin resistance	3/108	5.590743369471263E-4	0.004867235404010276	0	0	21.021164021164022	157.43229252657446	IL6;TNF;PPARGC1A
MAPK signaling pathway	4/294	9.274782665167135E-4	0.007284621886718399	0	0	10.440318302387269	72.90517280580235	BDNF;MAPT;TNF;IGF1R
FoxO signaling pathway	3/131	9.7966142379343E-4	0.007284621886718399	0	0	17.223958333333332	119.33281135445453	IL6;SOD2;IGF1R
Asthma	2/31	9.844083630700538E-4	0.007284621886718399	0	0	49.11576354679803	340.05150286391984	HLA-DRA;TNF
Huntington disease	4/306	0.0010758048302944672	0.007581862613503864	0	0	10.01935812531839	68.47916889411735	BDNF;SOD2;PPARGC1A;SOD1
African trypanosomiasis	2/37	0.0014020717242409484	0.00943211887216638	0	0	40.683673469387756	267.2837742480994	IL6;TNF
Allograft rejection	2/38	0.0014785875016258675	0.009514389140896888	0	0	39.551587301587304	257.74456480935885	HLA-DRA;TNF
Tryptophan metabolism	2/42	0.001804172067957183	0.011125727752402628	0	0	35.589285714285715	224.8407747627622	DDC;MAOB
Type I diabetes mellitus	2/43	0.0018904204196260454	0.011191288884186188	0	0	34.71951219512195	217.72453437258292	HLA-DRA;TNF
Influenza A	3/172	0.0021393678401347206	0.012177940013074564	0	0	13.018408941485864	80.02734791170437	IL6;HLA-DRA;TNF
Intestinal immune network for IgA production	2/48	0.002350495478973478	0.0125695273561967	0	0	30.937888198757765	187.27103230547277	IL6;HLA-DRA
Tuberculosis	3/180	0.002434197684208703	0.0125695273561967	0	0	12.424984306340239	74.77527107165375	IL6;HLA-DRA;TNF
Arginine and proline metabolism	2/50	0.002547877166796628	0.0125695273561967	0	0	29.645833333333332	177.0595839464994	MAOB;NOS1
Malaria	2/50	0.002547877166796628	0.0125695273561967	0	0	29.645833333333332	177.0595839464994	IL6;TNF
Legionellosis	2/57	0.003297983801264076	0.015591016888672447	0	0	25.863636363636363	147.79630077100325	IL6;TNF
Epstein-Barr virus infection	3/202	0.0033710306786318804	0.015591016888672447	0	0	11.039084310441094	62.84039303544849	IL6;HLA-DRA;TNF
Long-term depression	2/60	0.003647353782728803	0.01635782908617766	0	0	24.52216748768473	137.66140025976537	NOS1;IGF1R
Lipid and atherosclerosis	3/215	0.004015437023104063	0.01720138768089401	0	0	10.355345911949685	57.13675073292928	IL6;SOD2;TNF
cAMP signaling pathway	3/216	0.004067895735346556	0.01720138768089401	0	0	10.306207616066771	56.731853771272775	BDNF;DRD1;DRD2
Human T-cell leukemia virus 1 infection	3/219	0.00422778405020718	0.01738088998418507	0	0	10.161522633744855	55.54366808375858	IL6;HLA-DRA;TNF
Mitophagy	2/68	0.004659404112925567	0.01863761645170227	0	0	21.541125541125542	115.65145339322929	PRKN;PINK1
Adipocytokine signaling pathway	2/69	0.004794036255489164	0.01867150962664201	0	0	21.218550106609808	113.31517536894962	TNF;PPARGC1A
Pertussis	2/76	0.005786228730415143	0.02195799620772926	0	0	19.204633204633204	98.94754273926414	IL6;TNF
Leishmaniasis	2/77	0.0059350169562527024	0.021959562738135	0	0	18.947619047619046	97.14227134502042	HLA-DRA;TNF
Antigen processing and presentation	2/78	0.006085551076365442	0.021967355104928914	0	0	18.69736842105263	95.3909445901031	HLA-DRA;TNF
Peroxisome	2/82	0.00670504241683537	0.0236272923259913	0	0	17.758928571428573	88.8815805574984	SOD2;SOD1
Gap junction	2/88	0.007685775137532244	0.026162554134265027	0	0	16.514950166112957	80.40111986589167	DRD1;DRD2
Prion disease	3/273	0.007778056634511224	0.026162554134265027	0	0	8.106995884773662	39.3712101273627	IL6;TNF;SOD1
Hypertrophic cardiomyopathy	2/90	0.008026253855843832	0.02639745712588638	0	0	16.13798701298701	77.86639055063492	IL6;TNF
Salivary secretion	2/93	0.008549551592924202	0.027481768857299804	0	0	15.603610675039246	74.30246609423192	BST1;NOS1
IL-17 signaling pathway	2/94	0.008727318488466829	0.027481768857299804	0	0	15.433229813664596	73.17352801930804	IL6;TNF
AGE-RAGE signaling pathway in diabetic complications	2/100	0.009828577820710147	0.029587131964336193	0	0	14.48396501457726	66.95156387938638	IL6;TNF
Viral protein interaction with cytokine and cytokine receptor	2/100	0.009828577820710147	0.029587131964336193	0	0	14.48396501457726	66.95156387938638	IL6;TNF
Amoebiasis	2/102	0.010208747246936652	0.029587131964336193	0	0	14.192857142857143	65.06730050963371	IL6;TNF
Chagas disease	2/102	0.010208747246936652	0.029587131964336193	0	0	14.192857142857143	65.06730050963371	IL6;TNF
Toll-like receptor signaling pathway	2/104	0.010595391852093367	0.029587131964336193	0	0	13.913165266106443	63.26783872604579	IL6;TNF
C-type lectin receptor signaling pathway	2/104	0.010595391852093367	0.029587131964336193	0	0	13.913165266106443	63.26783872604579	IL6;TNF
Th17 cell differentiation	2/107	0.01118741326990159	0.03063090773017956	0	0	13.513605442176871	60.71616908400605	IL6;HLA-DRA
Drug metabolism	2/108	0.01138794860238534	0.03063090773017956	0	0	13.38544474393531	59.90253727027526	MAOB;CYP2D6
HIF-1 signaling pathway	2/109	0.011590073195203077	0.03063090773017956	0	0	13.259679572763686	59.106431282734945	IL6;IGF1R
TNF signaling pathway	2/112	0.012205933737396214	0.031146175743700686	0	0	12.896103896103897	56.818081065593866	IL6;TNF
Toxoplasmosis	2/112	0.012205933737396214	0.031146175743700686	0	0	12.896103896103897	56.818081065593866	HLA-DRA;TNF
AMPK signaling pathway	2/120	0.013916944909999356	0.03491030248610008	0	0	12.016949152542374	51.3682291393464	PPARGC1A;IGF1R
PI3K-Akt signaling pathway	3/354	0.015674765631546444	0.038664421891147896	0	0	6.210509654954099	25.80903450086288	IL6;BDNF;IGF1R
Systemic lupus erythematosus	2/135	0.017387345000812435	0.04199263470400253	0	0	10.65359828141783	43.16851485704392	HLA-DRA;TNF
Apelin signaling pathway	2/137	0.017875243151028102	0.04199263470400253	0	0	10.494708994708995	42.234262373458584	NOS1;PPARGC1A
Yersinia infection	2/137	0.017875243151028102	0.04199263470400253	0	0	10.494708994708995	42.234262373458584	IL6;TNF
Phagosome	2/152	0.021717043980635488	0.05022066420521957	0	0	9.438095238095238	36.14467589357818	HLA-DRA;NOS1
mTOR signaling pathway	2/154	0.022253138435216317	0.05050668210248846	0	0	9.31296992481203	35.43838580622812	TNF;IGF1R
Non-alcoholic fatty liver disease	2/155	0.022523250126785396	0.05050668210248846	0	0	9.251633986928105	35.0933643209813	IL6;TNF
Hepatitis B	2/162	0.024452155939597115	0.05401371759791602	0	0	8.84375	32.81948249116212	IL6;TNF
Other glycan degradation	1/18	0.02666950460061794	0.05804539236605081	0	0	40.47261663286004	146.68225415832842	GBA
NOD-like receptor signaling pathway	2/181	0.030014385830831856	0.06437868265163935	0	0	7.897446129289705	27.68906595689205	IL6;TNF
Arginine biosynthesis	1/22	0.03250201526892278	0.067750679715501	0	0	32.756978653530375	112.24025378249362	NOS1
Histidine metabolism	1/22	0.03250201526892278	0.067750679715501	0	0	32.756978653530375	112.24025378249362	MAOB
Transcriptional misregulation in cancer	2/192	0.03344413414753656	0.06874627574771404	0	0	7.43609022556391	25.266933849831812	IL6;IGF1R
Pathogenic Escherichia coli infection	2/197	0.0350519541056609	0.07106423572106593	0	0	7.243589743589744	24.27271810304722	IL6;TNF
Proteoglycans in cancer	2/205	0.03768626684878095	0.07458564357626675	0	0	6.955313159746657	22.8027126811316	TNF;IGF1R
