Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Transcriptional misregulation in cancer	9/192	6.8953934260014565E-12	7.24016309730153E-10	0	0	46.33957845433255	1190.934930319912	FUS;EWSR1;ETV1;IGF1;ERG;ETV4;TP53;FLI1;IGF1R
Melanoma	6/72	9.756003185544326E-10	4.387144615998262E-8	0	0	75.39393939393939	1564.27105121777	RB1;CCND1;CDKN2A;IGF1;TP53;IGF1R
Glioma	6/75	1.2534698902852176E-9	4.387144615998262E-8	0	0	72.10507246376811	1477.962922865824	RB1;CCND1;CDKN2A;IGF1;TP53;IGF1R
Bladder cancer	5/41	3.858457208169346E-9	1.0128450171444532E-7	0	0	110.74444444444444	2145.451947286817	RB1;CCND1;CDKN2A;TP53;VEGFA
Prostate cancer	6/97	6.013597128936532E-9	1.2628553970766717E-7	0	0	54.612637362637365	1033.7758694997622	RB1;CCND1;IGF1;ERG;TP53;IGF1R
Pancreatic cancer	5/76	9.171668905815459E-8	1.6050420585177055E-6	0	0	56.053521126760565	908.3227291553475	RB1;CCND1;CDKN2A;TP53;VEGFA
Pathways in cancer	8/531	8.189686165156779E-7	1.179200098676968E-5	0	0	13.521293238310447	189.50390040784285	RB1;CCND1;CDKN2A;CXCR4;IGF1;TP53;VEGFA;IGF1R
Human cytomegalovirus infection	6/225	8.984381704205471E-7	1.179200098676968E-5	0	0	22.546803652968038	313.9103077253344	RB1;CCND1;CDKN2A;CXCR4;TP53;VEGFA
Cell cycle	5/124	1.0631567766814593E-6	1.2403495727950358E-5	0	0	33.36302521008403	458.88398950846636	RB1;STAG2;CCND1;CDKN2A;TP53
Breast cancer	5/147	2.4618154699937615E-6	2.5849062434934497E-5	0	0	27.92676056338028	360.6632626903641	RB1;CCND1;IGF1;TP53;IGF1R
Non-small cell lung cancer	4/72	3.941052184734237E-6	3.644537016350546E-5	0	0	45.02714932126697	560.320674684777	RB1;CCND1;CDKN2A;TP53
p53 signaling pathway	4/73	4.165185161543481E-6	3.644537016350546E-5	0	0	44.37235228539576	549.7179716895434	CCND1;CDKN2A;IGF1;TP53
Hepatocellular carcinoma	5/168	4.736509267292864E-6	3.670779655454814E-5	0	0	24.303067484662577	297.9607142885786	RB1;CCND1;CDKN2A;TP53;IGF1R
Chronic myeloid leukemia	4/76	4.894372873939752E-6	3.670779655454814E-5	0	0	42.51709401709402	519.874553049576	RB1;CCND1;CDKN2A;TP53
Viral carcinogenesis	5/203	1.1886308594628491E-5	8.179181285098347E-5	0	0	19.97171717171717	226.481736408157	RB1;EGR2;CCND1;CDKN2A;TP53
Proteoglycans in cancer	5/205	1.246351433919748E-5	8.179181285098347E-5	0	0	19.77	223.25677853559756	CCND1;IGF1;TP53;VEGFA;IGF1R
Human T-cell leukemia virus 1 infection	5/219	1.714402730155179E-5	1.0588958039193753E-4	0	0	18.463551401869157	202.61644124636877	RB1;EGR2;CCND1;CDKN2A;TP53
MAPK signaling pathway	5/294	6.993561982640891E-5	4.079577823207186E-4	0	0	13.62006920415225	130.31594304994036	NF1;IGF1;TP53;VEGFA;IGF1R
Cellular senescence	4/156	8.332969258844883E-5	4.60506195883533E-4	0	0	20.058704453441294	188.4055060229414	RB1;CCND1;CDKN2A;TP53
PI3K-Akt signaling pathway	5/354	1.6720320266041096E-4	8.778168139671576E-4	0	0	11.244126074498567	97.78230148436641	CCND1;IGF1;TP53;VEGFA;IGF1R
Kaposi sarcoma-associated herpesvirus infection	4/193	1.892626120058091E-4	9.463130600290454E-4	0	0	16.101750101750103	138.0302404443753	RB1;CCND1;TP53;VEGFA
Focal adhesion	4/201	2.2108052999984435E-4	0.0010551570749992572	0	0	15.441624365482234	129.9718980175444	CCND1;IGF1;VEGFA;IGF1R
Small cell lung cancer	3/92	3.4949988210486357E-4	0.0015955429400439424	0	0	24.820224719101123	197.5443505613132	RB1;CCND1;TP53
Ras signaling pathway	4/232	3.8147809960761044E-4	0.0016689666857832956	0	0	13.321187584345479	104.85715678966628	NF1;IGF1;VEGFA;IGF1R
Longevity regulating pathway	3/102	4.730527001071403E-4	0.001986821340449989	0	0	22.301907968574636	170.75018181181642	IGF1;TP53;IGF1R
HIF-1 signaling pathway	3/109	5.743168995676725E-4	0.002319356709792523	0	0	20.82180293501048	155.3791485414435	IGF1;VEGFA;IGF1R
AMPK signaling pathway	3/120	7.598083448999866E-4	0.0029548102301666145	0	0	18.85375118708452	135.41601839301995	CCND1;IGF1;IGF1R
FoxO signaling pathway	3/131	9.7966142379343E-4	0.0036737303392253623	0	0	17.223958333333332	119.33281135445453	CCND1;IGF1;IGF1R
MicroRNAs in cancer	4/310	0.0011287550877045254	0.004086871869275006	0	0	9.886375062845651	67.09526792130015	CCND1;CDKN2A;TP53;VEGFA
Thyroid cancer	2/37	0.0014020717242409484	0.004715883274692148	0	0	40.683673469387756	267.2837742480994	CCND1;TP53
Gastric cancer	3/149	0.0014195460346008945	0.004715883274692148	0	0	15.08675799086758	98.93018071055803	RB1;CCND1;TP53
Human papillomavirus infection	4/331	0.001437221569429988	0.004715883274692148	0	0	9.241590214067278	60.48660991296997	RB1;CCND1;TP53;VEGFA
Cushing syndrome	3/155	0.0015896437267174021	0.0050579573122826425	0	0	14.486842105263158	93.3567650049236	RB1;CCND1;CDKN2A
Hepatitis C	3/157	0.001649058020438449	0.005092679180765798	0	0	14.297258297258297	91.61041242611627	RB1;CCND1;TP53
Hepatitis B	3/162	0.001803645518745799	0.005410936556237396	0	0	13.844164919636619	87.46667771117615	RB1;EGR2;TP53
Ovarian steroidogenesis	2/51	0.002649406924745911	0.00772743686384224	0	0	29.03935860058309	172.30269560126317	IGF1;IGF1R
Epstein-Barr virus infection	3/202	0.0033710306786318804	0.009429539562340408	0	0	11.039084310441094	62.84039303544849	RB1;CCND1;TP53
Endometrial cancer	2/58	0.0034125952701803378	0.009429539562340408	0	0	25.400510204081634	144.28206600498726	CCND1;TP53
Long-term depression	2/60	0.003647353782728803	0.009819798645808316	0	0	24.52216748768473	137.66140025976537	IGF1;IGF1R
Rap1 signaling pathway	3/210	0.003759377015205102	0.009868364664913393	0	0	10.608158883521202	59.23067658383079	IGF1;VEGFA;IGF1R
Chemical carcinogenesis	3/239	0.005391833758407602	0.01380835474714142	0	0	9.290960451977401	48.525476172327096	RB1;CCND1;VEGFA
Colorectal cancer	2/86	0.007352053041878027	0.01838013260469507	0	0	16.90986394557823	83.07436833271562	CCND1;TP53
AGE-RAGE signaling pathway in diabetic complications	2/100	0.009828577820710147	0.02345456070851285	0	0	14.48396501457726	66.95156387938638	CCND1;VEGFA
Progesterone-mediated oocyte maturation	2/100	0.009828577820710147	0.02345456070851285	0	0	14.48396501457726	66.95156387938638	IGF1;IGF1R
Leukocyte transendothelial migration	2/114	0.012624364435574322	0.029456850349673422	0	0	12.66454081632653	55.37097637285885	CXCR4;CD99
Thyroid hormone signaling pathway	2/121	0.014137762456689684	0.032270979520704714	0	0	11.915366146458583	50.746422861723886	CCND1;TP53
Oocyte meiosis	2/129	0.015958860095968797	0.03565277255482391	0	0	11.16029246344207	46.17840094870402	IGF1;IGF1R
Fluid shear stress and atherosclerosis	2/139	0.018368947949325178	0.039362031319982525	0	0	10.340458811261731	41.331782267442875	TP53;VEGFA
Measles	2/139	0.018368947949325178	0.039362031319982525	0	0	10.340458811261731	41.331782267442875	CCND1;TP53
Apoptosis	2/142	0.019120312299200925	0.039886886757933726	0	0	10.11734693877551	40.03438268908486	PARP1;TP53
Signaling pathways regulating pluripotency of stem cells	2/143	0.019373630710996383	0.039886886757933726	0	0	10.045086119554204	39.61623634122261	IGF1;IGF1R
mTOR signaling pathway	2/154	0.022253138435216317	0.04493422184034064	0	0	9.31296992481203	35.43838580622812	IGF1;IGF1R
Wnt signaling pathway	2/166	0.025583956145223512	0.05068519613676356	0	0	8.626306620209059	31.622227139558046	CCND1;TP53
Base excision repair	1/33	0.048367756390707464	0.0940484152041534	0	0	21.48491379310345	65.07612542493897	PARP1
Calcium signaling pathway	2/240	0.050058173062132574	0.09556560311861674	0	0	5.921968787515006	17.733747043580514	CXCR4;VEGFA
Aldosterone-regulated sodium reabsorption	1/37	0.05407452407786471	0.10057442249880569	0	0	19.093869731800766	55.70430487305193	IGF1
Endocytosis	2/252	0.054597543642208805	0.10057442249880569	0	0	5.634285714285714	16.383186606197004	CXCR4;IGF1R
Ferroptosis	1/41	0.059748204247594694	0.10816485251719729	0	0	17.18103448275862	48.409560113017704	TP53
Intestinal immune network for IgA production	1/48	0.06959808398100582	0.12386099691534934	0	0	14.617021276595745	38.95462833164002	CXCR4
Hedgehog signaling pathway	1/56	0.08073296790405966	0.1412826938321044	0	0	12.4858934169279	31.42210254292495	CCND1
VEGF signaling pathway	1/59	0.0848752478256348	0.1460719251121378	0	0	11.838287752675386	29.199998252267804	VEGFA
Viral myocarditis	1/60	0.08625199387573851	0.1460719251121378	0	0	11.637054354178844	28.516393460743195	CCND1
Basal cell carcinoma	1/63	0.09037022967981909	0.15061704946636514	0	0	11.07230255839822	26.616048028452756	TP53
Acute myeloid leukemia	1/67	0.09583330995635121	0.15409840700725058	0	0	10.399164054336469	24.387547080252187	CCND1
Mitophagy	1/68	0.09719411637551117	0.15409840700725058	0	0	10.243437982501286	23.87791592101611	TP53
Renal cell carcinoma	1/69	0.098552942914148	0.15409840700725058	0	0	10.092292089249494	23.385469502095955	VEGFA
Central carbon metabolism in cancer	1/70	0.09990979235409078	0.15409840700725058	0	0	9.945527236381809	22.909398431433704	TP53
Prolactin signaling pathway	1/70	0.09990979235409078	0.15409840700725058	0	0	9.945527236381809	22.909398431433704	CCND1
Adherens junction	1/71	0.10126466746190751	0.15409840700725058	0	0	9.80295566502463	22.44894217800591	IGF1R
Amyotrophic lateral sclerosis	2/364	0.10300765845342483	0.15451148768013723	0	0	3.8689818468823995	8.79400979314804	FUS;TP53
Hypertrophic cardiomyopathy	1/90	0.12663583920182195	0.18727835374917332	0	0	7.702828361100349	15.917430476118055	IGF1
Rheumatoid arthritis	1/93	0.130577989553445	0.1904262347654406	0	0	7.450524737631184	15.167663594496686	VEGFA
Dilated cardiomyopathy	1/96	0.13450293659933887	0.19195406496379572	0	0	7.214156079854809	14.472818068487964	IGF1
mRNA surveillance pathway	1/98	0.13711004640271124	0.19195406496379572	0	0	7.064699608958407	14.037356193959155	FUS
Inflammatory mediator regulation of TRP channels	1/98	0.13711004640271124	0.19195406496379572	0	0	7.064699608958407	14.037356193959155	IGF1
Viral protein interaction with cytokine and cytokine receptor	1/100	0.13970956391884184	0.19301979225629465	0	0	6.921281783350749	13.622394510819323	CXCR4
C-type lectin receptor signaling pathway	1/104	0.1448859074147043	0.19503872151979426	0	0	6.651155005021761	12.848759048563156	EGR2
NF-kappa B signaling pathway	1/104	0.1448859074147043	0.19503872151979426	0	0	6.651155005021761	12.848759048563156	PARP1
Sphingolipid signaling pathway	1/119	0.16403037337016033	0.21263196547983745	0	0	5.801285797779077	10.487005597367974	TP53
Growth hormone synthesis, secretion and action	1/119	0.16403037337016033	0.21263196547983745	0	0	5.801285797779077	10.487005597367974	IGF1
Neurotrophin signaling pathway	1/119	0.16403037337016033	0.21263196547983745	0	0	5.801285797779077	10.487005597367974	TP53
Relaxin signaling pathway	1/129	0.1765624599692897	0.22608607678994413	0	0	5.345366379310345	9.269296054674214	VEGFA
Apelin signaling pathway	1/137	0.18645718406173262	0.23307148007716577	0	0	5.028904665314402	8.446315147566118	CCND1
Autophagy	1/137	0.18645718406173262	0.23307148007716577	0	0	5.028904665314402	8.446315147566118	IGF1R
Spinocerebellar ataxia	1/143	0.19380269978494688	0.2394033350284638	0	0	4.814958717824187	7.900936293655021	CIC
Cell adhesion molecules	1/148	0.19987495053362248	0.24403336983756233	0	0	4.650011728829463	7.486813486371484	CD99
Spliceosome	1/150	0.20229145103244892	0.2441448546943349	0	0	4.587132608192548	7.330447973621347	FUS
Oxytocin signaling pathway	1/154	0.20710330503717117	0.2471118980557156	0	0	4.466306062654947	7.032366614617934	CCND1
Necroptosis	1/159	0.21307867650973572	0.2513395492537936	0	0	4.323876036665212	6.6851179676652475	PARP1
JAK-STAT signaling pathway	1/162	0.21664298001845522	0.2513395492537936	0	0	4.242664382094667	6.4891744075022295	CCND1
Hippo signaling pathway	1/163	0.21782760935328782	0.2513395492537936	0	0	4.216262239250745	6.425799996664095	CCND1
Tight junction	1/169	0.22489910259937282	0.2566783236188494	0	0	4.064449917898194	6.064579583267902	CCND1
Axon guidance	1/182	0.24000929105793992	0.2709782318396096	0	0	3.770051438369213	5.380156123099872	CXCR4
RNA transport	1/186	0.24460101339962925	0.2732245362442667	0	0	3.6877912395153776	5.1928780925906155	FUS
Chemokine signaling pathway	1/192	0.25143835105253676	0.27790554590017225	0	0	3.570861166275501	4.929778966484762	CXCR4
Diabetic cardiomyopathy	1/203	0.2638184122405329	0.2885513883880828	0	0	3.374530556503926	4.496542545859288	PARP1
Human immunodeficiency virus 1 infection	1/212	0.27380011823586736	0.29638157128624815	0	0	3.2291224056218337	4.182866099809307	CXCR4
Lipid and atherosclerosis	1/215	0.2770981851649664	0.2968909126767497	0	0	3.1833709313567513	4.085485334604306	TP53
Regulation of actin cytoskeleton	1/218	0.280381770826975	0.29737460542254923	0	0	3.1388844748132847	3.9914153456413297	CXCR4
Shigellosis	1/246	0.3103413436693897	0.3258584108528592	0	0	2.7762139338494016	3.2483992810296334	TP53
Parkinson disease	1/249	0.3134788398667338	0.3258938434258124	0	0	2.742213570634038	3.1810319580645494	TP53
Cytokine-cytokine receptor interaction	1/295	0.3598936550466374	0.37047876254800904	0	0	2.3077644851043866	2.358412285668029	CXCR4
Huntington disease	1/306	0.37053495867924047	0.37772981224582763	0	0	2.223289994347089	2.2072989439063053	TP53
Pathways of neurodegeneration	1/475	0.5140383488093071	0.5189810252401658	0	0	1.4183035064746108	0.9438205747952827	FUS
Herpes simplex virus 1 infection	1/498	0.5309340583714202	0.5309340583714202	0	0	1.3510719489349892	0.8553872261434945	TP53
