Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Th17 cell differentiation	11/107	1.903319528147464E-15	1.960419113991888E-13	0	0	58.33173076923077	1977.1643340703743	IFNG;IL23A;IL2RA;IL2RB;HLA-DPB1;TYK2;IL6ST;FOXP3;HLA-DQA2;HLA-DRB1;RUNX1
Allograft rejection	8/38	3.9133268938836753E-14	2.015363350350093E-12	0	0	126.47619047619048	3904.548089906615	IL10;CD40;IFNG;CD28;HLA-DPB1;FASLG;HLA-DQA2;HLA-DRB1
Autoimmune thyroid disease	8/53	6.896786705474897E-13	2.3678967688797148E-11	0	0	84.25396825396825	2359.326009337104	IL10;CD40;CD28;HLA-DPB1;CTLA4;FASLG;HLA-DQA2;HLA-DRB1
Inflammatory bowel disease	8/65	3.840506702476809E-12	9.889304758877783E-11	0	0	66.47619047619048	1747.3543742263146	IL10;IFNG;IL23A;STAT4;HLA-DPB1;FOXP3;HLA-DQA2;HLA-DRB1
Cytokine-cytokine receptor interaction	12/295	6.245873695662987E-12	1.1883301455280567E-10	0	0	21.94569462525572	566.1791719381233	IL10;CD40;CSF2;CCL8;IFNG;IL23A;IL2RA;IL2RB;FASLG;CCR6;IL6ST;GDF5
JAK-STAT signaling pathway	10/162	7.142001938740229E-12	1.1883301455280567E-10	0	0	32.5625	835.7174740969602	IL10;CSF2;IFNG;IL23A;IL2RA;IL2RB;STAT4;TYK2;IL6ST;PTPN2
Toxoplasmosis	9/112	8.076030115239221E-12	1.1883301455280567E-10	0	0	42.29765569500355	1080.3718265180294	IL10;CD40;CIITA;IFNG;TRAF6;HLA-DPB1;TYK2;HLA-DQA2;HLA-DRB1
Th1 and Th2 cell differentiation	8/92	6.733824450494511E-11	8.416047122151332E-10	0	0	45.04761904761905	1055.073474380631	IFNG;IL2RA;IL2RB;STAT4;HLA-DPB1;TYK2;HLA-DQA2;HLA-DRB1
Rheumatoid arthritis	8/93	7.353827582462329E-11	8.416047122151332E-10	0	0	44.515406162464984	1038.687546617838	CSF2;IFNG;IL23A;CD28;HLA-DPB1;CTLA4;HLA-DQA2;HLA-DRB1
Tuberculosis	9/180	5.780667043215114E-10	5.9540870545115675E-9	0	0	25.390243902439025	540.0843037634978	IL10;CIITA;FCGR2A;IFNG;IL23A;TRAF6;HLA-DPB1;HLA-DQA2;HLA-DRB1
Leishmaniasis	7/77	8.29602613023403E-10	7.524470645420174E-9	0	0	46.23255813953488	966.7262262057488	IL10;FCGR2A;IFNG;TRAF6;HLA-DPB1;HLA-DQA2;HLA-DRB1
Graft-versus-host disease	6/42	8.766373567479814E-10	7.524470645420174E-9	0	0	75.43181818181819	1573.1251154684599	IFNG;CD28;HLA-DPB1;FASLG;HLA-DQA2;HLA-DRB1
Type I diabetes mellitus	6/43	1.0168757228125846E-9	8.056784573053554E-9	0	0	73.3894348894349	1519.6406032632613	IFNG;CD28;HLA-DPB1;FASLG;HLA-DQA2;HLA-DRB1
Systemic lupus erythematosus	8/135	1.4784391351912707E-9	1.087708792319292E-8	0	0	29.730783652043495	604.4945864393541	IL10;CD40;FCGR2A;IFNG;CD28;HLA-DPB1;HLA-DQA2;HLA-DRB1
Intestinal immune network for IgA production	6/48	2.027654306993543E-9	1.3923226241355662E-8	0	0	64.63636363636364	1293.7864187773423	IL10;CD40;CD28;HLA-DPB1;HLA-DQA2;HLA-DRB1
Asthma	5/31	1.2861415497107111E-8	8.279536226262704E-8	0	0	85.14529914529915	1547.0078397459679	IL10;CD40;HLA-DPB1;HLA-DQA2;HLA-DRB1
Measles	7/139	5.236529633636364E-8	3.172720895673797E-7	0	0	24.440803382663848	409.75060026565166	IL2RA;TRAF6;IL2RB;CD28;TNFAIP3;FASLG;TYK2
Pathways in cancer	11/531	6.097370300213472E-8	3.489050782899931E-7	0	0	10.538954635108482	175.081789686985	IFNG;IL23A;IL2RA;TRAF6;IL2RB;STAT4;FASLG;TRAF1;IL6ST;F2;RUNX1
Cell adhesion molecules	7/148	8.063310661910405E-8	4.371163148298799E-7	0	0	22.870361207323107	373.54976333286874	CD40;PTPRC;CD28;HLA-DPB1;CTLA4;HLA-DQA2;HLA-DRB1
