Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Th17 cell differentiation	12/107	2.9852133595409916E-17	3.76136883302165E-15	0	0	66.0	2511.3181737187783	NFKBIA;IL1R1;IL2RA;IL2RB;HLA-DPB1;TYK2;IL6ST;IL2RG;IL6R;JAK3;HLA-DRB1;RUNX1
Viral protein interaction with cytokine and cytokine receptor	10/100	5.357398467225416E-14	3.375161034352012E-12	0	0	55.166666666666664	1685.7671564230566	IL10;IL2RA;IL2RB;CCR6;TNFRSF1B;IL6ST;IL2RG;TNF;IL6R;CCR2
Toxoplasmosis	10/112	1.713631127001115E-13	6.259947122504118E-12	0	0	48.64705882352941	1429.9798866349493	IL10;NFKBIA;CD40;CIITA;TRAF6;HLA-DPB1;TYK2;TNF;MYD88;HLA-DRB1
JAK-STAT signaling pathway	11/162	1.987284800794958E-13	6.259947122504118E-12	0	0	36.98233995584989	1081.6164657406994	IL10;IL2RA;IL2RB;LIF;STAT4;TYK2;IL6ST;IL2RG;IL6R;JAK3;PTPN2
Cytokine-cytokine receptor interaction	13/295	2.61551027462166E-13	6.591085892046583E-12	0	0	24.504887866589993	709.9592134095561	IL10;CD40;IL1R1;LIF;TNFRSF1B;IL2RG;TNF;IL2RA;IL2RB;CCR6;IL6ST;IL6R;CCR2
Osteoclast differentiation	10/127	6.16119567255788E-13	1.2938510912371548E-11	0	0	42.37820512820513	1191.4774486056776	NFKBIA;FCGR2A;IL1R1;CAMK4;TRAF6;LCP2;TYK2;TNF;LILRB5;NFKB2
Th1 and Th2 cell differentiation	9/92	1.3250408280723094E-12	2.385073490530157E-11	0	0	52.54275639141934	1437.0222060300177	NFKBIA;IL2RA;IL2RB;STAT4;HLA-DPB1;TYK2;IL2RG;JAK3;HLA-DRB1
Measles	10/139	1.535383067923258E-12	2.4182283319791314E-11	0	0	38.41279069767442	1044.9139981217074	NFKBIA;IL2RA;TRAF6;IL2RB;CD28;TNFAIP3;TYK2;IL2RG;JAK3;MYD88
Epstein-Barr virus infection	11/202	2.246982002694765E-12	3.145774803772671E-11	0	0	29.178278963619277	782.6032581365323	NFKBIA;CD40;TRAF6;HLA-DPB1;TNFAIP3;TYK2;TNF;JAK3;MYD88;HLA-DRB1;NFKB2
NF-kappa B signaling pathway	9/104	4.098515714658562E-12	5.1641298004697884E-11	0	0	45.8780487804878	1202.9406172184486	NFKBIA;CD40;IL1R1;TRAF6;TNFAIP3;TRAF1;TNF;MYD88;NFKB2
Human T-cell leukemia virus 1 infection	11/219	5.417786203568434E-12	6.205827833178388E-11	0	0	26.770463510848128	694.4615308108714	NFKBIA;CD40;IL1R1;IL2RA;IL2RB;HLA-DPB1;IL2RG;TNF;JAK3;HLA-DRB1;NFKB2
Leishmaniasis	8/77	1.5655664721630342E-11	1.643844795771186E-10	0	0	54.88198757763975	1365.474185286319	IL10;NFKBIA;FCGR2A;TRAF6;HLA-DPB1;TNF;MYD88;HLA-DRB1
Allograft rejection	6/38	4.6483674541555455E-10	4.505340763258451E-9	0	0	84.8778409090909	1823.9683452442905	IL10;CD40;CD28;HLA-DPB1;TNF;HLA-DRB1
Tuberculosis	9/180	5.780667043215114E-10	5.2026003388936026E-9	0	0	25.390243902439025	540.0843037634978	IL10;CIITA;FCGR2A;VDR;TRAF6;HLA-DPB1;TNF;MYD88;HLA-DRB1
Yersinia infection	8/137	1.6620203031028321E-9	1.3960970546063791E-8	0	0	29.26688815060908	591.6369316735805	IL10;NFKBIA;FCGR2A;TRAF6;WAS;LCP2;TNF;MYD88
Pathways in cancer	12/531	5.252861712427159E-9	4.136628598536388E-8	0	0	11.82293885001521	225.39833282649477	NFKBIA;IL2RA;TRAF6;IL2RB;STAT4;TRAF1;IL6ST;IL2RG;IL6R;JAK3;RUNX1;NFKB2
Asthma	5/31	1.2861415497107111E-8	9.25210239521108E-8	0	0	85.14529914529915	1547.0078397459679	IL10;CD40;HLA-DPB1;TNF;HLA-DRB1
Inflammatory bowel disease	6/65	1.3217289136015829E-8	9.25210239521108E-8	0	0	45.973035439137135	834.030859687064	IL10;STAT4;HLA-DPB1;IL2RG;TNF;HLA-DRB1
Primary immunodeficiency	5/38	3.749933142127253E-8	2.4867977679370207E-7	0	0	67.06060606060606	1146.6654626635375	CD40;CIITA;PTPRC;IL2RG;JAK3
Systemic lupus erythematosus	7/135	4.2809996276676373E-8	2.6970297654306113E-7	0	0	25.209665697674417	427.71964693839044	IL10;CD40;FCGR2A;CD28;HLA-DPB1;TNF;HLA-DRB1
Coronavirus disease	8/232	1.0252816154063467E-7	6.15168969243808E-7	0	0	16.773809523809526	269.94306923900865	NFKBIA;FCGR2A;TRAF6;TYK2;IL6ST;TNF;IL6R;MYD88
Intestinal immune network for IgA production	5/48	1.2554800113082946E-7	7.190476428402052E-7	0	0	51.43927648578811	817.3998184079808	IL10;CD40;CD28;HLA-DPB1;HLA-DRB1
Hepatitis B	7/162	1.4972491728756042E-7	8.202321555753311E-7	0	0	20.789947486871718	326.7029252365948	NFKBIA;TRAF6;STAT4;TYK2;TNF;JAK3;MYD88
Hematopoietic cell lineage	6/99	1.6815980520974084E-7	8.828389773511394E-7	0	0	29.1158357771261	454.15902867743614	IL1R1;IL2RA;HLA-DPB1;TNF;IL6R;HLA-DRB1
Autoimmune thyroid disease	5/53	2.0844532470415453E-7	1.0150956112091787E-6	0	0	46.06944444444444	708.713401635581	IL10;CD40;CD28;HLA-DPB1;HLA-DRB1
Influenza A	7/172	2.2519204730402957E-7	1.0150956112091787E-6	0	0	19.520084566596193	298.7805096248113	NFKBIA;CIITA;HLA-DPB1;TYK2;TNF;MYD88;HLA-DRB1
T cell receptor signaling pathway	6/104	2.2557680249092858E-7	1.0150956112091787E-6	0	0	27.623376623376622	422.76487208763496	IL10;NFKBIA;PTPRC;CD28;LCP2;TNF
Toll-like receptor signaling pathway	6/104	2.2557680249092858E-7	1.0150956112091787E-6	0	0	27.623376623376622	422.76487208763496	NFKBIA;CD40;TRAF6;IRF5;TNF;MYD88
TNF signaling pathway	6/112	3.503285267596868E-7	1.5221170473007082E-6	0	0	25.528301886792452	379.462749517896	NFKBIA;LIF;TNFAIP3;TRAF1;TNFRSF1B;TNF
Graft-versus-host disease	4/42	3.606194149215101E-6	1.5146015426703426E-5	0	0	45.56521739130435	571.0623808062053	CD28;HLA-DPB1;TNF;HLA-DRB1
Type I diabetes mellitus	4/43	3.968757264734964E-6	1.613107791472921E-5	0	0	44.39464882943144	552.1388021294391	CD28;HLA-DPB1;TNF;HLA-DRB1
Chagas disease	5/102	5.5190445322269966E-6	2.17312378456438E-5	0	0	22.741122565864835	275.3337252458451	IL10;NFKBIA;TRAF6;TNF;MYD88
NOD-like receptor signaling pathway	6/181	5.773395685006289E-6	2.2043874433660377E-5	0	0	15.409090909090908	185.86830903112852	NFKBIA;TRAF6;TNFAIP3;TYK2;TNF;MYD88
Malaria	4/50	7.311553275640785E-6	2.709575625678644E-5	0	0	37.62570888468809	444.9636959254857	IL10;CD40;TNF;MYD88
Pathogenic Escherichia coli infection	6/197	9.375944184265013E-6	3.3753399063354044E-5	0	0	14.106853879105188	163.32017207075504	NFKBIA;FCGR2A;IL1R1;TRAF6;TNF;MYD88
Viral carcinogenesis	6/203	1.1124184064625289E-5	3.893464422618851E-5	0	0	13.673050299953854	155.9601315647856	NFKBIA;REL;TRAF1;IL6ST;JAK3;NFKB2
Legionellosis	4/57	1.2380444596031718E-5	4.216043294864855E-5	0	0	32.644790812141096	368.8663005138405	NFKBIA;TNF;MYD88;NFKB2
Viral myocarditis	4/60	1.5199477972841366E-5	4.97976548049691E-5	0	0	30.891304347826086	342.71583703038743	CD40;CD28;HLA-DPB1;HLA-DRB1
Lipid and atherosclerosis	6/215	1.5413559820585674E-5	4.97976548049691E-5	0	0	12.880165289256198	142.71561796278468	NFKBIA;CD40;TRAF6;TNF;AGER;MYD88
Cell adhesion molecules	5/148	3.359740343521294E-5	1.0583182082092076E-4	0	0	15.39005439005439	158.53390095708875	CD40;PTPRC;CD28;HLA-DPB1;HLA-DRB1
Pertussis	4/76	3.88316462511635E-5	1.1933627872308783E-4	0	0	24.007246376811594	243.82419664570162	IL10;TRAF6;TNF;MYD88
Antigen processing and presentation	4/78	4.301512988997168E-5	1.2904538966991504E-4	0	0	23.356051703877792	234.82077797050783	CIITA;HLA-DPB1;TNF;HLA-DRB1
Necroptosis	5/159	4.732647558049258E-5	1.3867757960795498E-4	0	0	14.282828282828282	142.23469822045013	STAT4;TNFAIP3;TYK2;TNF;JAK3
PD-L1 expression and PD-1 checkpoint pathway in cancer	4/89	7.21571171107513E-5	2.0663174445351512E-4	0	0	20.32225063938619	193.80648896314605	NFKBIA;TRAF6;CD28;MYD88
Rheumatoid arthritis	4/93	8.565533047784326E-5	2.3983492533796112E-4	0	0	19.40498290180752	181.73114029905219	CD28;HLA-DPB1;TNF;HLA-DRB1
IL-17 signaling pathway	4/94	8.929816660000783E-5	2.445993259043693E-4	0	0	19.18840579710145	178.9036694469556	NFKBIA;TRAF6;TNFAIP3;TNF
Staphylococcus aureus infection	4/95	9.305240181747403E-5	2.494596304042921E-4	0	0	18.976588628762542	176.14729500931637	IL10;FCGR2A;HLA-DPB1;HLA-DRB1
African trypanosomiasis	3/37	1.0758892051640563E-4	2.8242091635556475E-4	0	0	37.3892365456821	341.6326661301949	IL10;TNF;MYD88
Transcriptional misregulation in cancer	5/192	1.1549478910912795E-4	2.9104686855500243E-4	0	0	11.742721330956625	106.46285996423897	CD40;IL2RB;REL;TRAF1;RUNX1
Chemokine signaling pathway	5/192	1.1549478910912795E-4	2.9104686855500243E-4	0	0	11.742721330956625	106.46285996423897	NFKBIA;WAS;CCR6;JAK3;CCR2
C-type lectin receptor signaling pathway	4/104	1.3219781074871336E-4	3.266063559674095E-4	0	0	17.26086956521739	154.16047142432132	IL10;NFKBIA;TNF;NFKB2
Human immunodeficiency virus 1 infection	5/212	1.8350252601825146E-4	4.4464073612114776E-4	0	0	10.597423510466989	91.17262425650792	NFKBIA;TRAF6;TNFRSF1B;TNF;MYD88
Herpes simplex virus 1 infection	7/498	2.2493619137527925E-4	5.347539644016073E-4	0	0	6.451617486856439	54.19161133895087	NFKBIA;TRAF6;HLA-DPB1;TYK2;TNF;MYD88;HLA-DRB1
Shigellosis	5/246	3.646517597010696E-4	8.508541059691624E-4	0	0	9.086675887505763	71.9352852204834	NFKBIA;IL1R1;TRAF6;TNF;MYD88
Salmonella infection	5/249	3.8545860366179344E-4	8.830506192979269E-4	0	0	8.973588342440802	70.54206672073869	NFKBIA;PTPRC;TRAF6;TNF;MYD88
Hepatitis C	4/157	6.355022741194353E-4	0.0014298801167687294	0	0	11.251491901108269	82.82329952539243	NFKBIA;TRAF6;TYK2;TNF
Adipocytokine signaling pathway	3/69	6.858216610371124E-4	0.0015160268296609855	0	0	19.230174081237912	140.08975927188362	NFKBIA;TNFRSF1B;TNF
RIG-I-like receptor signaling pathway	3/70	7.152738836628206E-4	0.001553870850715783	0	0	18.94220387424579	137.19544727387992	NFKBIA;TRAF6;TNF
MAPK signaling pathway	5/294	8.182334000673111E-4	0.0017474137018386644	0	0	7.559015763168012	53.73222745258755	IL1R1;TRAF6;TNF;MYD88;NFKB2
Small cell lung cancer	3/92	0.0015788398918981138	0.003315563772986039	0	0	14.244083193879991	91.88950579800434	NFKBIA;TRAF6;TRAF1
Fc gamma R-mediated phagocytosis	3/97	0.0018375126118770708	0.0037843669460587205	0	0	13.483023992756904	84.93418557118899	FCGR2A;PTPRC;WAS
PI3K-Akt signaling pathway	5/354	0.001862148814727307	0.0037843669460587205	0	0	6.240369309137217	39.22711237773203	IL2RA;IL2RB;IL2RG;IL6R;JAK3
Amoebiasis	3/102	0.002121212982648662	0.004242425965297324	0	0	12.798839458413926	78.78667603753651	IL10;IL1R1;TNF
Human cytomegalovirus infection	4/225	0.002395146562760475	0.004715444795434685	0	0	7.762738540232147	46.84277743540076	NFKBIA;IL1R1;TNF;IL6R
Neurotrophin signaling pathway	3/119	0.0032837193495461473	0.006365363662197147	0	0	10.913793103448276	62.413565909911824	NFKBIA;CAMK4;TRAF6
Endocytosis	4/252	0.003598013122623987	0.006868934143191248	0	0	6.9081346423562415	38.87465379499725	IL2RA;TRAF6;IL2RB;IL2RG
Apoptosis	3/142	0.00538205391237852	0.010121474521786472	0	0	9.097351905709475	47.53079994795231	NFKBIA;TRAF1;TNF
Signaling pathways regulating pluripotency of stem cells	3/143	0.005487804528802497	0.010168578979839922	0	0	9.03191489361702	47.013167330286905	LIF;IL6ST;JAK3
Phagosome	3/152	0.006496107775646001	0.011862457677266609	0	0	8.482507496787091	42.72259082051396	FCGR2A;HLA-DPB1;HLA-DRB1
Neutrophil extracellular trap formation	3/189	0.011755691339677188	0.02116024441141894	0	0	6.782429649965683	30.13716854116709	FCGR2A;PADI4;AGER
Kaposi sarcoma-associated herpesvirus infection	3/193	0.012435473359891428	0.021981561429106213	0	0	6.638297872340425	29.12355460303055	NFKBIA;TYK2;IL6ST
Fc epsilon RI signaling pathway	2/68	0.01256089224520355	0.021981561429106213	0	0	12.553030303030303	54.94671101969335	LCP2;TNF
Chronic myeloid leukemia	2/76	0.015517162822490733	0.026783048159367568	0	0	11.191441441441441	46.62140287744705	NFKBIA;RUNX1
B cell receptor signaling pathway	2/81	0.017501658697958892	0.02980012156679487	0	0	10.48048523206751	42.398379802278754	NFKBIA;LILRB5
Choline metabolism in cancer	2/98	0.02499487952283687	0.04199139759836594	0	0	8.6171875	31.789531066243494	SLC22A4;WAS
AGE-RAGE signaling pathway in diabetic complications	2/100	0.025948961945953097	0.04302064743671172	0	0	8.44047619047619	30.82144266223132	TNF;AGER
Insulin resistance	2/108	0.02991047692165705	0.04894441678089336	0	0	7.800314465408805	27.37556602865933	NFKBIA;TNF
Platelet activation	2/124	0.03849707242876802	0.06218757853877911	0	0	6.771857923497268	22.05711333941876	FCGR2A;LCP2
Natural killer cell mediated cytotoxicity	2/131	0.04251576774636915	0.06780995868408245	0	0	6.4021317829457365	20.217165618082923	LCP2;TNF
Fluid shear stress and atherosclerosis	2/139	0.04729227939443079	0.07448534004622849	0	0	6.025851581508515	18.3873330672393	IL1R1;TNF
Non-alcoholic fatty liver disease	2/155	0.057397667593508755	0.08928526070101363	0	0	5.391339869281046	15.407110195493528	TNF;IL6R
Tight junction	2/169	0.06679838762881467	0.10264142489305669	0	0	4.935878243512974	13.356863312266361	WAS;RUNX1
cAMP signaling pathway	2/216	0.10158814721552166	0.15421815119464735	0	0	3.8426791277258565	8.78754780712842	NFKBIA;CAMK4
Type II diabetes mellitus	1/46	0.10887762220856746	0.1633164333128512	0	0	9.02721088435374	20.018117808730278	TNF
Pathways of neurodegeneration	3/475	0.11546265761136379	0.17115641010625693	0	0	2.6340605842048324	5.686431356735092	TNFRSF1B;TNF;AGER
Endocrine and other factor-regulated calcium reabsorption	1/53	0.12439349491287167	0.18225093440723059	0	0	7.8092621664050235	16.276887238960814	VDR
