Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Alzheimer disease	14/369	2.1292049727186762E-13	3.726108702257683E-11	0	0	21.465571205007826	626.319378873184	APP;GSK3B;CSNK2A1;INSR;ADAM10;IDE;PSEN1;INS;BACE1;ATP5F1A;IL1B;CASP3;MAPT;APOE
Pathways of neurodegeneration	13/475	1.0353837277189317E-10	9.059607617540651E-9	0	0	14.82063882063882	340.7424752956944	APP;GSK3B;TOMM40;HSPA5;CSNK2A1;BDNF;PSEN1;ATP5F1A;IL1B;CASP3;BCL2;BAX;MAPT
Non-alcoholic fatty liver disease	7/155	1.1069625061333938E-7	6.457281285778131E-6	0	0	21.780955373978628	348.85414612067996	GSK3B;IL1B;LEP;CASP3;INSR;BAX;INS
HIF-1 signaling pathway	6/109	2.9821543906357057E-7	1.2442270052561876E-5	0	0	26.275816416593116	394.80595688931487	TF;TFRC;INSR;BCL2;INS;IGF1R
Prion disease	8/273	3.554934300731965E-7	1.2442270052561876E-5	0	0	14.149146451033243	210.11141582532153	GSK3B;EGR1;ATP5F1A;HSPA5;CSNK2A1;IL1B;CASP3;BAX
Neurotrophin signaling pathway	6/119	5.014683695181769E-7	1.4626160777613493E-5	0	0	23.938455349959774	347.24465749139614	GSK3B;BDNF;SORT1;BCL2;BAX;PSEN1
MAPK signaling pathway	8/294	6.228862526281119E-7	1.5572156315702796E-5	0	0	13.096237096237097	187.13084732214355	BDNF;IL1B;CASP3;INSR;IGF2;MAPT;INS;IGF1R
Measles	6/139	1.2495662888514225E-6	2.7334262568624865E-5	0	0	20.318181818181817	276.17923518146023	GSK3B;CSNK2A1;IL1B;CASP3;BCL2;BAX
Prostate cancer	5/97	4.310512471212558E-6	8.381552027357751E-5	0	0	23.983091787439612	296.2979984637939	GSK3B;PLAU;BCL2;INS;IGF1R
AGE-RAGE signaling pathway in diabetic complications	5/100	5.007413746042903E-6	8.762974055575081E-5	0	0	23.22222222222222	283.4177242058149	EGR1;IL1B;CASP3;BCL2;BAX
Regulation of lipolysis in adipocytes	4/55	1.07287447670584E-5	1.6222768427578548E-4	0	0	33.928388746803066	388.2284379371055	INSR;NPY;ADRB2;INS
Diabetic cardiomyopathy	6/203	1.1124184064625289E-5	1.6222768427578548E-4	0	0	13.673050299953854	155.9601315647856	GSK3B;ATP5F1A;ACE;SP1;INSR;INS
AMPK signaling pathway	5/120	1.2209087642951818E-5	1.6435310288588986E-4	0	0	19.164251207729468	216.8114980153386	LEP;INSR;ELAVL1;INS;IGF1R
Lipid and atherosclerosis	6/215	1.5413559820585674E-5	1.9266949775732092E-4	0	0	12.880165289256198	142.71561796278468	GSK3B;HSPA5;IL1B;CASP3;BCL2;BAX
Human cytomegalovirus infection	6/225	1.9931238009979885E-5	2.32531110116432E-4	0	0	12.285803237858032	132.97197967269972	GSK3B;SP1;IL1B;CASP3;BAX;B2M
PI3K-Akt signaling pathway	7/354	2.6626351706250253E-5	2.9122572178711217E-4	0	0	9.196501574961463	96.87235329354836	GSK3B;BDNF;INSR;BCL2;IGF2;INS;IGF1R
Adherens junction	4/71	2.967969962373722E-5	3.055263196561185E-4	0	0	25.80532121998702	269.02169328327335	CSNK2A1;INSR;ACTB;IGF1R
Amyotrophic lateral sclerosis	7/364	3.1805352816016E-5	3.0921870793348884E-4	0	0	8.934336525307797	92.52288079449033	ATP5F1A;TOMM40;HSPA5;CASP3;BCL2;BAX;ACTB
Hepatocellular carcinoma	5/168	6.149424779739756E-5	5.521584236039328E-4	0	0	13.488070892978868	130.78798202570573	GSK3B;IGF2;BAX;ACTB;IGF1R
Colorectal cancer	4/86	6.310381984044947E-5	5.521584236039328E-4	0	0	21.068928950159066	203.75190754771063	GSK3B;CASP3;BCL2;BAX
Tuberculosis	5/180	8.5240167331515E-5	7.10326325227335E-4	0	0	12.555555555555555	117.64603000077685	CR1;IL1B;CASP3;BCL2;BAX
IL-17 signaling pathway	4/94	8.929816660000783E-5	7.10326325227335E-4	0	0	19.18840579710145	178.9036694469556	GSK3B;IL1B;CASP3;ELAVL1
Longevity regulating pathway	4/102	1.226260480091412E-4	9.330242783304223E-4	0	0	17.614906832298136	158.64638771191477	INSR;BAX;INS;IGF1R
NF-kappa B signaling pathway	4/104	1.3219781074871336E-4	9.639423700427016E-4	0	0	17.26086956521739	154.16047142432132	CSNK2A1;PLAU;IL1B;BCL2
Proteoglycans in cancer	5/205	1.5693240089955412E-4	0.001098526806296879	0	0	10.972222222222221	96.1133246688316	PLAU;CASP3;IGF2;ACTB;IGF1R
Ras signaling pathway	5/232	2.785726986310303E-4	0.0018235441896550385	0	0	9.653940283896231	79.02552843916146	BDNF;INSR;IGF2;INS;IGF1R
Ovarian steroidogenesis	3/51	2.8134681783249164E-4	0.0018235441896550385	0	0	26.465425531914892	216.37926602740956	INSR;INS;IGF1R
Pathways in cancer	7/531	3.319857151182245E-4	0.002074910719488903	0	0	6.035061246227587	48.34336695986187	GSK3B;SP1;CASP3;BCL2;IGF2;BAX;IGF1R
Shigellosis	5/246	3.646517597010696E-4	0.002139151267723222	0	0	9.086675887505763	71.9352852204834	GSK3B;IL1B;BCL2;BAX;ACTB
Salmonella infection	5/249	3.8545860366179344E-4	0.002139151267723222	0	0	8.973588342440802	70.54206672073869	IL1B;CASP3;BCL2;BAX;ACTB
Parkinson disease	5/249	3.8545860366179344E-4	0.002139151267723222	0	0	8.973588342440802	70.54206672073869	ATP5F1A;HSPA5;CASP3;BAX;MAPT
Legionellosis	3/57	3.911590889551034E-4	0.002139151267723222	0	0	23.5177304964539	184.52943128485038	CR1;IL1B;CASP3
Apoptosis	4/142	4.3533416409246277E-4	0.0023085902641266963	0	0	12.483931947069943	96.61810082119014	CASP3;BCL2;BAX;ACTB
Breast cancer	4/147	4.961294316551132E-4	0.0025536073688130828	0	0	12.04439039221648	91.6418365827904	GSK3B;SP1;BAX;IGF1R
mTOR signaling pathway	4/154	5.910972558026697E-4	0.0029554862790133482	0	0	11.478260869565217	85.32399643761593	GSK3B;INSR;INS;IGF1R
p53 signaling pathway	3/73	8.084332971786784E-4	0.003929884083507464	0	0	18.127659574468087	129.07641173230985	CASP3;BCL2;BAX
Protein processing in endoplasmic reticulum	4/171	8.744834203776795E-4	0.004115574390482206	0	0	10.300963290809685	72.53811876899752	HSPA5;BCL2;SYVN1;BAX
Influenza A	4/172	8.93667581933279E-4	0.004115574390482206	0	0	10.23913043478261	71.88050474501917	IL1B;CASP3;BAX;ACTB
Huntington disease	5/306	9.785749682000074E-4	0.0043910415239743926	0	0	7.253229974160207	50.26062722552372	ATP5F1A;BDNF;SP1;CASP3;BAX
Complement and coagulation cascades	3/85	0.0012570974643791543	0.0054998014066588	0	0	15.465490399584846	103.29323424451243	CR1;PLAU;A2M
Transcriptional misregulation in cancer	4/192	0.0013426972995517978	0.0057310250590625516	0	0	9.140610545790935	60.44754105675969	SP1;PLAU;BAX;IGF1R
Pathogenic Escherichia coli infection	4/197	0.0014757641921934672	0.006149017467472781	0	0	8.901554404145077	58.02548851661293	IL1B;CASP3;BAX;ACTB
Small cell lung cancer	3/92	0.0015788398918981138	0.006291373176063273	0	0	14.244083193879991	91.88950579800434	CASP3;BCL2;BAX
Focal adhesion	4/201	0.0015886471428271653	0.006291373176063273	0	0	8.719046568086515	56.19314326541343	GSK3B;BCL2;ACTB;IGF1R
Epstein-Barr virus infection	4/202	0.0016177816738448417	0.006291373176063273	0	0	8.674571805006588	55.74886546020344	CASP3;BCL2;BAX;B2M
Rap1 signaling pathway	4/210	0.0018644048515252163	0.007092844543845932	0	0	8.334318277754326	52.37963511920258	INSR;ACTB;INS;IGF1R
Human immunodeficiency virus 1 infection	4/212	0.0019299146354208596	0.007101874141825479	0	0	8.253344481605351	51.585709880853	CASP3;BCL2;BAX;B2M
Hematopoietic cell lineage	3/99	0.0019479426217578455	0.007101874141825479	0	0	13.200797872340425	82.3859356912581	CR1;TFRC;IL1B
cAMP signaling pathway	4/216	0.0020656973561640583	0.00737749055772878	0	0	8.095980311730926	50.05167712719815	BDNF;NPY;GHRL;ADRB2
Parathyroid hormone synthesis, secretion and action	3/106	0.0023667454978385074	0.008283609242434776	0	0	12.299318322660607	74.36462396066707	EGR1;SP1;BCL2
Insulin resistance	3/108	0.0024958414919694924	0.008564161982248257	0	0	12.063829787234043	72.30009219407567	GSK3B;INSR;INS
Serotonergic synapse	3/113	0.002837432470264575	0.009549051582621166	0	0	11.512572533849129	67.51957659481218	APP;CASP3;HTR3A
Aldosterone-regulated sodium reabsorption	2/37	0.0038576315924392225	0.012737462805223847	0	0	23.708333333333332	131.76384828572083	INSR;INS
Osteoclast differentiation	3/127	0.003942447615787695	0.012776450606719383	0	0	10.205559368565545	56.49750237396662	TYROBP;IL1B;TREM2
FoxO signaling pathway	3/131	0.004299845025739212	0.013681325081897492	0	0	9.884640957446809	53.86315121420032	INSR;INS;IGF1R
Ferroptosis	2/41	0.004719495169738577	0.014450400530942743	0	0	21.272435897435898	113.93630347986566	TF;TFRC
Autophagy	3/137	0.004871849321860696	0.014450400530942743	0	0	9.439187043505875	50.256890616051635	BCL2;INS;IGF1R
Yersinia infection	3/137	0.004871849321860696	0.014450400530942743	0	0	9.439187043505875	50.256890616051635	GSK3B;IL1B;ACTB
Insulin signaling pathway	3/137	0.004871849321860696	0.014450400530942743	0	0	9.439187043505875	50.256890616051635	GSK3B;INSR;INS
Fluid shear stress and atherosclerosis	3/139	0.005072238171854362	0.01479402800124189	0	0	9.299436795994994	49.137973919606814	IL1B;BCL2;ACTB
Type I diabetes mellitus	2/43	0.005180691162792406	0.01486263858178149	0	0	20.232723577235774	106.48111760263689	IL1B;INS
Type II diabetes mellitus	2/46	0.0059097422436154325	0.01668072407472098	0	0	18.85037878787879	96.72417883948357	INSR;INS
Gastric cancer	3/149	0.006148616172386748	0.017079489367740966	0	0	8.658117167006704	44.08304801864367	GSK3B;BCL2;BAX
Cholesterol metabolism	2/50	0.006950299465156898	0.018712344713883958	0	0	17.276041666666668	85.84414194819459	SORT1;APOE
Malaria	2/50	0.006950299465156898	0.018712344713883958	0	0	17.276041666666668	85.84414194819459	CR1;IL1B
Hepatitis C	3/157	0.007100915098721521	0.01882818397388282	0	0	8.205029013539653	40.594640455474256	GSK3B;CASP3;BAX
Necroptosis	3/159	0.00735189816081036	0.01920271907674348	0	0	8.099018003273322	39.78882929168961	IL1B;BCL2;BAX
Hepatitis B	3/162	0.0077381629124148674	0.019914389848126497	0	0	7.945002007226013	38.62535000995355	CASP3;BCL2;BAX
Herpes simplex virus 1 infection	5/498	0.00791009103749492	0.02006182509509581	0	0	4.38517016001803	21.222539616979105	IL1B;CASP3;BCL2;BAX;B2M
