Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Alzheimer disease	13/369	2.097841691739044E-15	3.083827286856395E-13	0	0	42.13185723727693	1423.9669218843019	APP;GSK3B;INSR;ADAM10;IDE;PSEN1;INS;BACE1;ATP5F1A;IL1B;CASP3;MAPT;APOE
Pathways of neurodegeneration	11/475	4.3936251328046874E-11	3.2293144726114453E-9	0	0	24.338248638838476	580.4254014956069	APP;GSK3B;ATP5F1A;TOMM40;BDNF;IL1B;CASP3;BCL2;BAX;MAPT;PSEN1
Non-alcoholic fatty liver disease	7/155	2.5684656108103194E-9	1.2585481492970564E-7	0	0	40.762044653349	806.2714967907091	GSK3B;INSR;IL1B;LEP;CASP3;BAX;INS
MAPK signaling pathway	8/294	8.762073923011703E-9	3.220062166706801E-7	0	0	25.027336300063574	464.32799608609355	BDNF;INSR;IL1B;CASP3;IGF2;MAPT;INS;IGF1R
Prostate cancer	5/97	3.130072216602471E-7	9.202412316811264E-6	0	0	43.21304347826087	647.2034622987994	GSK3B;PLAU;BCL2;INS;IGF1R
PI3K-Akt signaling pathway	7/354	7.354077539679194E-7	1.8017489972214027E-5	0	0	17.211001127678237	243.06822763120346	GSK3B;BDNF;INSR;IGF2;BCL2;INS;IGF1R
Neurotrophin signaling pathway	5/119	8.669230653039203E-7	1.8205384371382327E-5	0	0	34.835087719298244	486.2391483667118	GSK3B;BDNF;BCL2;BAX;PSEN1
Measles	5/139	1.8691000030750363E-6	3.4344712556503793E-5	0	0	29.605970149253732	390.5043309201882	GSK3B;IL1B;CASP3;BCL2;BAX
Tuberculosis	5/180	6.631103122806185E-6	1.0830801767250102E-4	0	0	22.622857142857143	269.74905269461897	CR1;IL1B;CASP3;BCL2;BAX
Colorectal cancer	4/86	8.017254432532232E-6	1.178536401582238E-4	0	0	37.313320825515945	437.8313175754628	GSK3B;CASP3;BCL2;BAX
Diabetic cardiomyopathy	5/203	1.1886308594628491E-5	1.5884430576458075E-4	0	0	19.97171717171717	226.481736408157	GSK3B;ATP5F1A;ACE;INSR;INS
AGE-RAGE signaling pathway in diabetic complications	4/100	1.4590163823584494E-5	1.6567988659535248E-4	0	0	31.849358974358974	354.6478025742392	IL1B;CASP3;BCL2;BAX
Lipid and atherosclerosis	5/215	1.5686484655908656E-5	1.6567988659535248E-4	0	0	18.81904761904762	208.18968635239386	GSK3B;IL1B;CASP3;BCL2;BAX
Longevity regulating pathway	4/102	1.5779036818604998E-5	1.6567988659535248E-4	0	0	31.19623233908948	344.9313840349303	INSR;BAX;INS;IGF1R
HIF-1 signaling pathway	4/109	2.0506978168029136E-5	2.0096838604668555E-4	0	0	29.106227106227106	314.19430916675697	INSR;BCL2;INS;IGF1R
Ras signaling pathway	5/232	2.2623431070865537E-5	2.078527729635771E-4	0	0	17.394713656387665	186.06297932995443	BDNF;INSR;IGF2;INS;IGF1R
AMPK signaling pathway	4/120	2.9935669822906136E-5	2.5885549788042363E-4	0	0	26.3315649867374	274.281688627456	INSR;LEP;INS;IGF1R
Prion disease	5/273	4.9222500775879075E-5	4.0198375633634573E-4	0	0	14.702985074626866	145.8412571126244	GSK3B;ATP5F1A;IL1B;CASP3;BAX
Ovarian steroidogenesis	3/51	6.0410277673587905E-5	4.6738477989565375E-4	0	0	46.11574074074074	447.984506353784	INSR;INS;IGF1R
Regulation of lipolysis in adipocytes	3/55	7.579668048421145E-5	5.548370532410524E-4	0	0	42.55982905982906	403.78450809896594	INSR;NPY;INS
mTOR signaling pathway	4/154	7.926243617729319E-5	5.548370532410524E-4	0	0	20.328205128205127	191.95408242129182	GSK3B;INSR;INS;IGF1R
Legionellosis	3/57	8.43655478823948E-5	5.63715251759638E-4	0	0	40.97942386831276	384.4013976994155	CR1;IL1B;CASP3
Hepatocellular carcinoma	4/168	1.1100149169769722E-4	7.094443165026735E-4	0	0	18.579737335834896	169.1864735256925	GSK3B;IGF2;BAX;IGF1R
Pathways in cancer	6/531	1.1748540431603527E-4	7.195981014357161E-4	0	0	9.25952380952381	83.79124999215539	GSK3B;CASP3;IGF2;BCL2;BAX;IGF1R
p53 signaling pathway	3/73	1.7645259689293347E-4	0.0010375412697304488	0	0	31.58730158730159	272.99193647793965	CASP3;BCL2;BAX
Amyotrophic lateral sclerosis	5/364	1.9033996129433594E-4	0.0010761528580872071	0	0	10.925348189415041	93.59416738412136	ATP5F1A;TOMM40;CASP3;BCL2;BAX
Proteoglycans in cancer	4/205	2.3835873976966454E-4	0.0012977309165237293	0	0	15.131266743207041	126.22099785452005	PLAU;CASP3;IGF2;IGF1R
Complement and coagulation cascades	3/85	2.768365480614746E-4	0.0014533918773227416	0	0	26.94850948509485	220.7644346513235	CR1;PLAU;A2M
Human cytomegalovirus infection	4/225	3.396689078729848E-4	0.0017125494223138315	0	0	13.747998607727114	109.81267800945024	GSK3B;IL1B;CASP3;BAX
Small cell lung cancer	3/92	3.4949988210486357E-4	0.0017125494223138315	0	0	24.820224719101123	197.5443505613132	CASP3;BCL2;BAX
IL-17 signaling pathway	3/94	3.723028623192989E-4	0.001765436153578611	0	0	24.27228327228327	191.6491643817023	GSK3B;IL1B;CASP3
Shigellosis	4/246	4.759723691983385E-4	0.0021029584121491376	0	0	12.541640178003814	95.94543805562863	GSK3B;IL1B;BCL2;BAX
Salmonella infection	4/249	4.982105355527888E-4	0.0021029584121491376	0	0	12.3861852433281	94.19059467205602	IL1B;CASP3;BCL2;BAX
Parkinson disease	4/249	4.982105355527888E-4	0.0021029584121491376	0	0	12.3861852433281	94.19059467205602	ATP5F1A;CASP3;BAX;MAPT
NF-kappa B signaling pathway	3/104	5.007043838450327E-4	0.0021029584121491376	0	0	21.858085808580856	166.1104068879881	PLAU;IL1B;BCL2
Insulin resistance	3/108	5.590743369471263E-4	0.0022828868758674324	0	0	21.021164021164022	157.43229252657446	GSK3B;INSR;INS
FoxO signaling pathway	3/131	9.7966142379343E-4	0.003892168359395519	0	0	17.223958333333332	119.33281135445453	INSR;INS;IGF1R
Huntington disease	4/306	0.0010758048302944672	0.004097251316012966	0	0	10.01935812531839	68.47916889411735	ATP5F1A;BDNF;CASP3;BAX
Autophagy	3/137	0.00111489831728244	0.004097251316012966	0	0	16.44776119402985	111.82819798488153	BCL2;INS;IGF1R
Insulin signaling pathway	3/137	0.00111489831728244	0.004097251316012966	0	0	16.44776119402985	111.82819798488153	GSK3B;INSR;INS
