Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Type II diabetes mellitus	6/46	1.553552649838882E-9	2.1905092362728238E-7	0	0	67.875	1376.689721579014	MAPK10;KCNJ11;ABCC8;PDX1;GCK;INS
Insulin secretion	5/86	2.3779117449844017E-6	1.6764277802140033E-4	0	0	27.255144032921812	352.9347061163162	KCNJ11;ABCC8;PDX1;GCK;INS
Neuroactive ligand-receptor interaction	7/341	2.0953318808949662E-5	9.848059840206341E-4	0	0	9.560785405932322	103.00038248649484	GABRB3;POMC;GABRA1;SST;ADRA1D;VIP;GABRG2
Maturity onset diabetes of the young	3/26	3.6705035971544355E-5	0.0012938525179969386	0	0	55.30157261794635	564.7726520715403	PDX1;GCK;INS
Nicotine addiction	3/40	1.3608554044552048E-4	0.0038376122405636777	0	0	34.35250143760782	305.8137622456798	GABRB3;GABRA1;GABRG2
Insulin signaling pathway	4/137	3.8005762975849497E-4	0.008931354299324632	0	0	12.956521739130435	102.03504010982898	MAPK10;TSC2;GCK;INS
Retrograde endocannabinoid signaling	4/148	5.089776136847754E-4	0.01025226336136476	0	0	11.960144927536232	90.69505302025782	MAPK10;GABRB3;GABRA1;GABRG2
Prolactin signaling pathway	3/70	7.152738836628206E-4	0.012606702199557214	0	0	18.94220387424579	137.19544727387992	MAPK10;GCK;INS
Synaptic vesicle cycle	3/78	9.802139911592198E-4	0.015356685861494442	0	0	16.914893617021278	117.18197921679685	STXBP1;CPLX1;DNM1
Taste transduction	3/86	0.0013002540770145727	0.01797789530390575	0	0	15.278390156370161	101.52789088565108	GABRA1;SCN9A;SCN2A
GABAergic synapse	3/89	0.0014352931477222535	0.01797789530390575	0	0	14.743196437407224	96.51465720793364	GABRB3;GABRA1;GABRG2
Morphine addiction	3/91	0.0015300336428855958	0.01797789530390575	0	0	14.406673114119922	93.39076222450518	GABRB3;GABRA1;GABRG2
cAMP signaling pathway	4/216	0.0020656973561640583	0.022404871324548634	0	0	8.095980311730926	50.05167712719815	MAPK10;POMC;SST;VIP
Autophagy	3/137	0.004871849321860696	0.04906648245588272	0	0	9.439187043505875	50.256890616051635	MAPK10;TSC2;INS
Phospholipase D signaling pathway	3/148	0.006035329465923697	0.05519420616292892	0	0	8.718268525311812	44.55144049537493	TSC2;DNM1;INS
Adrenergic signaling in cardiomyocytes	3/150	0.006263172330545126	0.05519420616292892	0	0	8.598784194528875	43.62222089301041	ADRA1D;SCN5A;SCN1B
Glycolysis / Gluconeogenesis	2/67	0.012210781302115073	0.09584566308203626	0	0	12.746794871794872	56.15518906635068	ALDH7A1;GCK
Neomycin, kanamycin and gentamicin biosynthesis	1/5	0.012438777192772534	0.09584566308203626	0	0	101.76530612244898	446.4379351400606	GCK
Adipocytokine signaling pathway	2/69	0.012915373039423325	0.09584566308203626	0	0	12.365049751243781	53.77976800231812	MAPK10;POMC
Choline metabolism in cancer	2/98	0.02499487952283687	0.17104531469471457	0	0	8.6171875	31.789531066243494	MAPK10;TSC2
Progesterone-mediated oocyte maturation	2/100	0.025948961945953097	0.17104531469471457	0	0	8.44047619047619	30.82144266223132	MAPK10;INS
Longevity regulating pathway	2/102	0.02691772640191098	0.17104531469471457	0	0	8.270833333333334	29.898816321570965	TSC2;INS
Toll-like receptor signaling pathway	2/104	0.0279010087799889	0.17104531469471457	0	0	8.107843137254902	29.018720027145317	TLR1;MAPK10
Insulin resistance	2/108	0.02991047692165705	0.17572405191473517	0	0	7.800314465408805	27.37556602865933	MAPK10;INS
Cholinergic synapse	2/113	0.03250109931246501	0.18330620012230264	0	0	7.447072072072072	25.517253680402074	KCNQ2;KCNQ3
Growth hormone synthesis, secretion and action	2/119	0.03572213956233325	0.18691306490947537	0	0	7.063034188034188	23.533921331722766	MAPK10;SST
AMPK signaling pathway	2/120	0.036270616909118245	0.18691306490947537	0	0	7.002824858757062	23.22660056193845	TSC2;INS
MAPK signaling pathway	3/294	0.03711748806712986	0.18691306490947537	0	0	4.312129853037947	14.202719986223858	MAPK10;RAPGEF2;INS
FoxO signaling pathway	2/131	0.04251576774636915	0.20258074266583212	0	0	6.4021317829457365	20.217165618082923	MAPK10;INS
Dopaminergic synapse	2/132	0.0431022856735813	0.20258074266583212	0	0	6.352564102564102	19.973600244527297	MAPK10;SCN1A
Histidine metabolism	1/22	0.05360719859925478	0.24382629040306208	0	0	19.367346938775512	56.67024999786951	ALDH7A1
mTOR signaling pathway	2/154	0.0567455048100272	0.2452445797177192	0	0	5.427083333333333	15.571272642043727	TSC2;INS
Non-alcoholic fatty liver disease	2/155	0.057397667593508755	0.2452445797177192	0	0	5.391339869281046	15.407110195493528	MAPK10;INS
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1/26	0.06304672495404354	0.2569517283017194	0	0	16.26530612244898	44.95534064809558	PIGA
cGMP-PKG signaling pathway	2/167	0.06542536961901863	0.2569517283017194	0	0	4.996212121212121	13.623896946353439	ADRA1D;INS
Tight junction	2/169	0.06679838762881467	0.2569517283017194	0	0	4.935878243512974	13.356863312266361	MAPK10;RAPGEF2
Butanoate metabolism	1/28	0.0677318256109869	0.2569517283017194	0	0	15.058956916099774	40.541710435272364	ALDH5A1
