Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Prostate cancer	10/97	3.913654557039357E-14	5.841267655929685E-12	0	0	57.077586206896555	1762.0832422539984	RB1;CREBBP;CCND1;CDK2;EP300;IGF1;ERG;TP53;IGF1R;MAPK3
Viral carcinogenesis	12/203	7.463006098190371E-14	5.841267655929685E-12	0	0	32.668503720033065	987.4458054201531	RB1;KAT2B;JUN;EGR2;CREBBP;CCND1;CDKN2A;SRF;CDK2;EP300;TP53;MAPK3
Pathways in cancer	16/531	1.0430835099874437E-13	5.841267655929685E-12	0	0	17.758994860079955	530.8416623850627	RB1;NTRK1;JUN;CREBBP;CDKN2A;CXCR4;IGF1;HIF1A;ESR2;VEGFA;IGF1R;CCND1;CDK2;EP300;TP53;MAPK3
Human T-cell leukemia virus 1 infection	12/219	1.8480643592043807E-13	7.7618703086584E-12	0	0	30.11899313501144	883.0728376409767	RB1;KAT2B;JUN;EGR2;CREBBP;CCND1;CDKN2A;SRF;CDK2;EP300;TP53;MAPK3
Transcriptional misregulation in cancer	10/192	3.867361914991048E-11	1.1399464821646113E-9	0	0	27.153846153846153	651.0369068223418	NTRK1;FUS;EWSR1;ETV1;IGF1;ERG;ETV4;TP53;FLI1;IGF1R
Kaposi sarcoma-associated herpesvirus infection	10/193	4.071237436302183E-11	1.1399464821646113E-9	0	0	27.00409836065574	646.0592550292988	RB1;JUN;CREBBP;CCND1;EP300;MAPK14;TP53;HIF1A;VEGFA;MAPK3
Breast cancer	9/147	9.478531175529028E-11	2.274847482126967E-9	0	0	31.514316012725345	727.3317148052147	RB1;JUN;CCND1;BRCA1;IGF1;TP53;ESR2;IGF1R;MAPK3
Hepatitis B	9/162	2.2629356315400128E-10	4.752164826234027E-9	0	0	28.40315638450502	630.8110401514784	RB1;JUN;EGR2;CREBBP;CDK2;EP300;MAPK14;TP53;MAPK3
Melanoma	7/72	5.129969500085945E-10	9.575943066827097E-9	0	0	49.80143112701252	1065.2900234475383	RB1;CCND1;CDKN2A;IGF1;TP53;IGF1R;MAPK3
Glioma	7/75	6.873042438886352E-10	1.0539499805036171E-8	0	0	47.597127222982216	1004.2158068526546	RB1;CCND1;CDKN2A;IGF1;TP53;IGF1R;MAPK3
Cell cycle	8/124	7.501351717262074E-10	1.0539499805036171E-8	0	0	32.568144499178985	684.2817183838047	RB1;CREBBP;STAG2;CCND1;CDKN2A;CDK2;EP300;TP53
Bladder cancer	6/41	7.528214146454408E-10	1.0539499805036171E-8	0	0	77.5909090909091	1629.9672086342566	RB1;CCND1;CDKN2A;TP53;MAPK3;VEGFA
FoxO signaling pathway	8/131	1.1633190840513217E-9	1.503366200927862E-8	0	0	30.70383275261324	631.6388985341622	CREBBP;CCND1;CDK2;EP300;IGF1;MAPK14;IGF1R;MAPK3
MAPK signaling pathway	10/294	2.4717141417112557E-9	2.9660569700535067E-8	0	0	17.31161971830986	343.08780689549496	NTRK1;JUN;SRF;NF1;IGF1;MAPK14;TP53;VEGFA;IGF1R;MAPK3
HIF-1 signaling pathway	7/109	9.677632177753743E-9	1.0838948039084191E-7	0	0	31.67715458276334	584.5527431053572	CREBBP;EP300;IGF1;HIF1A;VEGFA;IGF1R;MAPK3
Renal cell carcinoma	6/69	1.9038285784460876E-8	1.981257492874568E-7	0	0	43.04545454545455	765.211032283406	JUN;CREBBP;EP300;HIF1A;VEGFA;MAPK3
