Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Pathways in cancer	18/531	2.0804472423076317E-21	3.4743468946537447E-19	0	0	56.89181286549707	2709.2850758276927	TCF7L2;CDKN1A;AXIN2;MLH1;PTGS2;MMP9;EGFR;VEGFA;TGFBR2;CCND2;APC;IFNG;MYC;ERBB2;BCL2;PPARG;KRAS;TP53
Gastric cancer	13/149	1.37029460342486E-20	1.1441959938597581E-18	0	0	111.52335640138408	5100.707629779147	TCF7L2;CDKN1A;CDX2;AXIN2;MLH1;EGFR;TGFBR2;APC;MYC;ERBB2;BCL2;KRAS;TP53
Colorectal cancer	11/86	2.44426281384699E-19	1.3606396330414912E-17	0	0	153.57543859649124	6581.532734953521	TCF7L2;CDKN1A;APC;MYC;BCL2;KRAS;AXIN2;MLH1;TP53;EGFR;TGFBR2
Endometrial cancer	10/58	5.325485639783433E-19	2.2233902546095832E-17	0	0	207.52083333333334	8731.773764445521	TCF7L2;CDKN1A;APC;MYC;ERBB2;KRAS;AXIN2;MLH1;TP53;EGFR
MicroRNAs in cancer	13/310	2.1913559679650972E-16	7.319128933003425E-15	0	0	50.65339671222024	1826.401469955527	DNMT1;CDKN1A;PTGS2;MMP9;EGFR;VEGFA;CCND2;APC;MYC;ERBB2;BCL2;KRAS;TP53
Bladder cancer	8/41	8.534961078851232E-16	2.375564166946926E-14	0	0	219.69146005509643	7622.67648290267	CDKN1A;MYC;ERBB2;KRAS;MMP9;TP53;EGFR;VEGFA
Breast cancer	9/147	6.129980261184925E-13	1.4624381480255463E-11	0	0	61.590062111801245	1731.9380866901256	TCF7L2;CDKN1A;APC;MYC;ERBB2;KRAS;AXIN2;TP53;EGFR
Human papillomavirus infection	11/331	8.919911902265325E-13	1.8620316095978866E-11	0	0	35.55098684210526	986.3735111847294	TCF7L2;CDKN1A;CCND2;APC;KRAS;AXIN2;PTGS2;TP53;TNF;EGFR;VEGFA
Prostate cancer	8/97	1.2222279088593557E-12	2.267911786439027E-11	0	0	81.22982635342186	2228.1622235306113	TCF7L2;CDKN1A;ERBB2;BCL2;KRAS;MMP9;TP53;EGFR
Hepatocellular carcinoma	9/168	2.0631152311611985E-12	3.445402436039201E-11	0	0	53.3989218328841	1436.7943250257915	TCF7L2;CDKN1A;APC;MYC;KRAS;AXIN2;TP53;EGFR;TGFBR2
Proteoglycans in cancer	9/205	1.2433079467620784E-11	1.8875675191751553E-10	0	0	43.237609329446066	1085.72492854377	CDKN1A;MYC;ERBB2;KRAS;MMP9;TP53;TNF;EGFR;VEGFA
Thyroid cancer	6/37	1.5048392541717424E-11	2.0942346287223415E-10	0	0	160.7983870967742	4007.0555969331504	TCF7L2;CDKN1A;MYC;PPARG;KRAS;TP53
Pancreatic cancer	7/76	1.635922177999684E-11	2.1015307978919016E-10	0	0	87.78008821676119	2180.1264036961365	CDKN1A;ERBB2;KRAS;TP53;EGFR;VEGFA;TGFBR2
Hepatitis B	8/162	7.832163329093042E-11	9.342651971132414E-10	0	0	46.79102715466352	1088.8364320672565	CDKN1A;MYC;BCL2;KRAS;MMP9;TP53;TNF;TGFBR2
Transcriptional misregulation in cancer	8/192	3.0439429925396477E-10	3.3889231983608077E-9	0	0	39.10276679841897	856.8470892370257	CDKN1A;CCND2;MYC;PPARG;PROM1;MMP9;TP53;TGFBR2
Lipid and atherosclerosis	8/215	7.475694593840665E-10	7.802756232321195E-9	0	0	34.71761089152393	729.5626067667616	BCL2;TNFSF10;TNFRSF10A;PPARG;KRAS;MMP9;TP53;TNF
Human T-cell leukemia virus 1 infection	8/219	8.650552655375934E-10	8.497895843810477E-9	0	0	34.05256355019388	710.6166506234819	CDKN1A;CCND2;CHEK2;MYC;KRAS;TP53;TNF;TGFBR2
p53 signaling pathway	6/73	1.061874012544918E-9	9.415920123304087E-9	0	0	74.26492537313433	1534.5532750175523	CDKN1A;CCND2;CHEK2;BCL2;TNFRSF10A;TP53
Human cytomegalovirus infection	8/225	1.0712723493579502E-9	9.415920123304087E-9	0	0	33.10096355257645	683.6811633475269	CDKN1A;MYC;KRAS;PTGS2;TP53;TNF;EGFR;VEGFA
PI3K-Akt signaling pathway	9/354	1.5881302238073952E-9	1.326088736879175E-8	0	0	24.37888198757764	493.93342083743	CDKN1A;CCND2;MYC;ERBB2;BCL2;KRAS;TP53;EGFR;VEGFA
Cellular senescence	7/156	2.686415825003392E-9	2.1322423119994717E-8	0	0	40.486431281003796	799.0020670673995	CDKN1A;CCND2;CHEK2;MYC;KRAS;TP53;TGFBR2
Hepatitis C	7/157	2.8089419679034958E-9	2.1322423119994717E-8	0	0	40.21449275362319	791.8417784807071	CDKN1A;IFNG;MYC;KRAS;TP53;TNF;EGFR
Wnt signaling pathway	7/166	4.142743314142623E-9	3.0079918846166005E-8	0	0	37.92097347552639	731.947127351104	TCF7L2;CCND2;APC;MYC;AXIN2;TP53;LGR5
MAPK signaling pathway	8/294	8.762073923011703E-9	6.09694310476231E-8	0	0	25.027336300063574	464.32799608609355	MYC;ERBB2;KRAS;TP53;TNF;EGFR;VEGFA;TGFBR2
Kaposi sarcoma-associated herpesvirus infection	7/193	1.1788317197115034E-8	7.818148968295865E-8	0	0	32.37213651238897	590.9908021916027	TCF7L2;CDKN1A;MYC;KRAS;PTGS2;TP53;VEGFA
HIF-1 signaling pathway	6/109	1.217196845363428E-8	7.818148968295865E-8	0	0	48.220873786407765	878.7834820788024	CDKN1A;IFNG;ERBB2;BCL2;EGFR;VEGFA
Basal cell carcinoma	5/63	3.537004972173497E-8	2.187703075381385E-7	0	0	68.66206896551724	1178.0626114542645	TCF7L2;CDKN1A;APC;AXIN2;TP53
FoxO signaling pathway	6/131	3.6722719831231075E-8	2.190247932791282E-7	0	0	39.69	679.4876484149839	CDKN1A;CCND2;TNFSF10;KRAS;EGFR;TGFBR2
Fluid shear stress and atherosclerosis	6/139	5.233039362460508E-8	3.0135088742445E-7	0	0	37.287593984962406	625.1521854658286	IFNG;BCL2;MMP9;TP53;TNF;VEGFA
