Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Alzheimer disease	15/369	9.218714441141525E-15	1.6040563127586252E-12	0	0	23.723970944309926	766.7003988977775	APP;GSK3B;INSR;ADAM10;IDE;PSEN1;INS;BACE1;IL1A;ATP5F1A;IL1B;CASP3;KRAS;MAPT;APOE
Pathways of neurodegeneration	14/475	6.4464490968324085E-12	5.608410714244195E-10	0	0	16.440467582550014	423.6296113912049	APP;GSK3B;TOMM40;BDNF;PSEN1;IL1A;ATP5F1A;IL1B;CASP3;BCL2;BAX;KRAS;MAPT;BCL2L1
MAPK signaling pathway	11/294	1.2901191434273059E-10	7.482691031878373E-9	0	0	19.601069131104467	446.33822589786104	IL1A;BDNF;IL1B;CASP3;INSR;IGF2;KRAS;MAPT;IGF1;INS;IGF1R
Prostate cancer	7/97	4.267755452974373E-9	1.5386321888106575E-7	0	0	35.92248062015504	692.3044336347274	GSK3B;PLAU;BCL2;KRAS;IGF1;INS;IGF1R
Non-alcoholic fatty liver disease	8/155	4.421356864398442E-9	1.5386321888106575E-7	0	0	25.65986394557823	493.6141635478041	IL1A;GSK3B;IL1B;LEP;CASP3;INSR;BAX;INS
PI3K-Akt signaling pathway	10/354	1.4560397573748342E-8	4.222515296387019E-7	0	0	14.248546511627907	257.11445882317923	GSK3B;BDNF;INSR;BCL2;IGF2;KRAS;IGF1;BCL2L1;INS;IGF1R
Measles	7/139	5.236529633636364E-8	1.3016516517896105E-6	0	0	24.440803382663848	409.75060026565166	IL1A;GSK3B;IL1B;CASP3;BCL2;BAX;BCL2L1
Ras signaling pathway	8/232	1.0252816154063467E-7	2.229987513508804E-6	0	0	16.773809523809526	269.94306923900865	BDNF;INSR;IGF2;KRAS;IGF1;BCL2L1;INS;IGF1R
AGE-RAGE signaling pathway in diabetic complications	6/100	1.7855601447493074E-7	3.4520829465153274E-6	0	0	28.804642166344294	447.57699984508275	IL1A;IL1B;CASP3;BCL2;BAX;KRAS
Longevity regulating pathway	6/102	2.00937711227083E-7	3.496316175351244E-6	0	0	28.201704545454547	434.87792312348313	INSR;BAX;KRAS;IGF1;INS;IGF1R
Neurotrophin signaling pathway	6/119	5.014683695181769E-7	7.63955311575847E-6	0	0	23.938455349959774	347.24465749139614	GSK3B;BDNF;BCL2;BAX;KRAS;PSEN1
AMPK signaling pathway	6/120	5.268657321212738E-7	7.63955311575847E-6	0	0	23.727272727272727	343.00904961282737	LIPE;LEP;INSR;IGF1;INS;IGF1R
Lipid and atherosclerosis	7/215	1.0151253121626853E-6	1.3060924015924094E-5	0	0	15.451028622540251	213.23189721807563	GSK3B;IL1B;CASP3;BCL2;BAX;KRAS;BCL2L1
p53 signaling pathway	5/73	1.0508789438099845E-6	1.3060924015924094E-5	0	0	32.48692810457516	447.2112725834527	CASP3;BCL2;BAX;IGF1;BCL2L1
Insulin signaling pathway	6/137	1.1479715680292036E-6	1.3316470189138762E-5	0	0	20.630464954892435	282.17347380198294	GSK3B;LIPE;INSR;KRAS;GCK;INS
Aldosterone-regulated sodium reabsorption	4/37	2.1475080278170994E-6	2.2986480201515883E-5	0	0	52.48221343873518	684.9559923443245	INSR;KRAS;IGF1;INS
mTOR signaling pathway	6/154	2.2707849904932954E-6	2.2986480201515883E-5	0	0	18.245085995085994	237.10191641651136	GSK3B;INSR;KRAS;IGF1;INS;IGF1R
Colorectal cancer	5/86	2.3779117449844017E-6	2.2986480201515883E-5	0	0	27.255144032921812	352.9347061163162	GSK3B;CASP3;BCL2;BAX;KRAS
Hepatocellular carcinoma	6/168	3.758658990729509E-6	3.4421403388786026E-5	0	0	16.656565656565657	208.06462901404535	GSK3B;IGF2;BAX;KRAS;BCL2L1;IGF1R
Tuberculosis	6/180	5.592564428638942E-6	4.822746728636256E-5	0	0	15.498432601880877	187.43916943144694	IL1A;CR1;IL1B;CASP3;BCL2;BAX
Pathways in cancer	9/531	5.820556396629964E-6	4.822746728636256E-5	0	0	8.169890664423885	98.48079915538278	GSK3B;CASP3;BCL2;IGF2;BAX;KRAS;IGF1;BCL2L1;IGF1R
HIF-1 signaling pathway	5/109	7.640327520435851E-6	5.9910796858984147E-5	0	0	21.20299145299145	249.81513134340523	INSR;BCL2;IGF1;INS;IGF1R
Ovarian steroidogenesis	4/51	7.919243262969169E-6	5.9910796858984147E-5	0	0	36.82331174838113	432.53453328480714	INSR;IGF1;INS;IGF1R
Regulation of lipolysis in adipocytes	4/55	1.07287447670584E-5	7.77833995611734E-5	0	0	33.928388746803066	388.2284379371055	LIPE;INSR;NPY;INS
Proteoglycans in cancer	6/205	1.1762332475437218E-5	8.186583402904304E-5	0	0	13.534262220191868	153.62210902879727	PLAU;CASP3;IGF2;KRAS;IGF1;IGF1R
FoxO signaling pathway	5/131	1.86764649362969E-5	1.2498864995829463E-4	0	0	17.48148148148148	190.342677568108	INSR;KRAS;IGF1;INS;IGF1R
Autophagy	5/137	2.3181611457894815E-5	1.4939260717309992E-4	0	0	16.681818181818183	178.03088597976304	BCL2;KRAS;BCL2L1;INS;IGF1R
Apoptosis	5/142	2.7545755848420587E-5	1.683546172747786E-4	0	0	16.068937550689377	168.71841437808396	CASP3;BCL2;BAX;KRAS;BCL2L1
Prolactin signaling pathway	4/70	2.8059102879129766E-5	1.683546172747786E-4	0	0	26.197628458498023	274.5825167346738	GSK3B;KRAS;GCK;INS
Melanoma	4/72	3.136788842550243E-5	1.819337528679141E-4	0	0	25.424552429667518	263.64563855291124	BAX;KRAS;IGF1;IGF1R
Breast cancer	5/147	3.252323044018875E-5	1.82549745051382E-4	0	0	15.499217527386541	160.1620313639072	GSK3B;BAX;KRAS;IGF1;IGF1R
Glioma	4/75	3.685550808876545E-5	2.0040182523266213E-4	0	0	24.346601347213717	248.54241320575602	BAX;KRAS;IGF1;IGF1R
Prion disease	6/273	5.8777319840298435E-5	3.084883765954306E-4	0	0	10.052604698672114	97.93000700441284	IL1A;GSK3B;ATP5F1A;IL1B;CASP3;BAX
