FLNC	Peripheral_neuropathy
INSR	Peripheral_neuropathy
IGF1R	Peripheral_neuropathy
LMNA	Peripheral_neuropathy
PRKAR1A	Peripheral_neuropathy
PNKP	Peripheral_neuropathy
PHYH	Peripheral_neuropathy
AR	Peripheral_neuropathy
ABCA1	Peripheral_neuropathy
PDE4D	Peripheral_neuropathy
CDKN2A	Peripheral_neuropathy
TCF4	Peripheral_neuropathy
PEX12	Peripheral_neuropathy
PEX5	Peripheral_neuropathy
PEX7	Peripheral_neuropathy
PSMB1	Peripheral_neuropathy
AP1S1	Peripheral_neuropathy
HSPB1	Peripheral_neuropathy
MT-ND1	Peripheral_neuropathy
MT-ND2	Peripheral_neuropathy
GFAP	Peripheral_neuropathy
RPIA	Peripheral_neuropathy
SNAP29	Peripheral_neuropathy
DYNC1I1	Peripheral_neuropathy
PRPS1	Peripheral_neuropathy
TFG	Peripheral_neuropathy
ERCC1	Peripheral_neuropathy
MYD88	Peripheral_neuropathy
AGXT	Peripheral_neuropathy
TTR	Peripheral_neuropathy
CASP9	Peripheral_neuropathy
ATP7A	Peripheral_neuropathy
PDX1	Peripheral_neuropathy
APTX	Peripheral_neuropathy
NF2	Peripheral_neuropathy
JUN	Peripheral_neuropathy
GSN	Peripheral_neuropathy
AURKA	Peripheral_neuropathy
SOD2	Peripheral_neuropathy
ERCC3	Peripheral_neuropathy
GSTP1	Peripheral_neuropathy
GAN	Peripheral_neuropathy
ERCC4	Peripheral_neuropathy
MT-ATP6	Peripheral_neuropathy
PPARD	Peripheral_neuropathy
PRKCE	Peripheral_neuropathy
XK	Peripheral_neuropathy
MYO5A	Peripheral_neuropathy
NGF	Peripheral_neuropathy
CA2	Peripheral_neuropathy
ATF3	Peripheral_neuropathy
ABCC8	Peripheral_neuropathy
INS	Peripheral_neuropathy
EGR2	Peripheral_neuropathy
SERPINB2	Peripheral_neuropathy
KCNJ11	Peripheral_neuropathy
HADHB	Peripheral_neuropathy
EDNRB	Peripheral_neuropathy
SOX10	Peripheral_neuropathy
PSAP	Peripheral_neuropathy
TPI1	Peripheral_neuropathy
HSPB3	Peripheral_neuropathy
UCHL1	Peripheral_neuropathy
PPOX	Peripheral_neuropathy
CTLA4	Peripheral_neuropathy
