multiplex	node	score
1	Kidney_failure	0.23735172813939434
1	Nephrotic_syndrome	0.0008151024113561415
1	Renovascular_hypertension	0.0005929139098674266
1	Renal_insufficiency	0.0005616973093650515
1	Kidney_damage	0.0004888827665558094
1	Pseudoxanthoma_elasticum	0.00047255823370783557
1	Intermittent_claudication	0.00047214202576804123
1	Parkinsonian_disorder	0.00046263056188940556
1	Cirrhosis_of_liver	0.0003697311959023557
1	Pulmonary_edema	0.00033405445032728135
1	Liver_failure	0.00032073570002758397
1	Tremor	0.00025675351532078927
1	Hypotension	0.00022497402032110918
1	Heart_block	0.00021158952812874032
1	Hypertensive_disorder	0.00020218378684979814
1	Hemolytic-uremic_syndrome	0.00020059354208310618
1	Galactorrhea	0.00020059354208310618
1	Hemolytic_uremic_syndrome,_atypical,_susceptibility_to,_7	0.00020059354208310618
1	Oral_bleeding	0.00020059354208310618
1	Pseudoxanthoma_elasticum,_modifier_of_severity_of	0.00020059354208310618
1	Raynaud_phenomenon	0.00020059354208310618
1	Immunoglobulin-mediated_membranoproliferative_glomerulonephritis	0.00020059354208310618
1	Focal_segmental_glomerulosclerosis_5	0.0001971899009950635
1	Congestive_heart_failure	0.00019675368773821363
1	Kidney_disorder	0.00019471034231205702
1	Hematuria	0.00019471034231205702
1	Sepsis	0.0001923686684409117
1	Chronic_renal_failure_syndrome	0.00018239472574839926
1	Myocardial_infarction	0.0001727433178893889
1	Halitosis	0.00016951981257694326
1	Bradycardia	0.00016105470863062046
1	Nephritis	0.00015750797685622426
1	Headache	0.00014686747664832545
1	Parkinson_disease	0.000129211781727813
1	Pancreatitis	0.00012840353489621973
1	Autosomal_dominant_polycystic_kidney_disease	8.23622919344785e-05
1	Fatigue	7.911774985481285e-05
1	Arthralgia	7.727761296867691e-05
1	Hyperaldosteronism	6.73287288659282e-05
1	Extrapyramidal_disease	6.670202741671134e-05
1	Polycystic_kidney_disease_adult_type	5.97897447790225e-05
1	Pulmonary_hypertension	5.617754143644823e-05
1	Sleep_disorder_initiating_and_maintaining_sleep	5.422981918705319e-05
1	Prolactin_producing_pituitary_gland_adenoma	5.39776473999999e-05
1	Fanconi_syndrome	5.1804104126630245e-05
1	Hemorrhage	5.161424741996807e-05
1	Polycystic_kidney_disease_2	5.141397668453903e-05
1	Norum_disease	5.1157229934485404e-05
1	Ear_pain	5.0936166347656646e-05
1	Pulmonary_arterial_hypertension	4.994807823794205e-05
1	Myalgia	4.757604743922756e-05
1	Sinusitis	4.6564536615237004e-05
1	Pain	4.638732576754331e-05
1	Peritonitis	4.595588207599192e-05
1	Epilepsy	4.560075740058589e-05
1	Focal_segmental_glomerulosclerosis_3_susceptibility_to	4.5140198097583894e-05
1	Methylmalonic_acidemia	4.319994785734237e-05
1	Urofacial_syndrome_2	4.2435510206149535e-05
1	Pemphigus	4.220072643114583e-05
1	Pericarditis	4.149379949835599e-05
1	Rickets	4.1016713576624366e-05
1	Diabetic_kidney_disease	4.1001488322991455e-05
1	Urolithiasis	4.0558007170840216e-05
1	Intellectual_disability_X_linked_63	4.048833804270019e-05
1	Autosomal_recessive_polycystic_kidney_disease	4.00989647033183e-05
1	Congenital_hepatic_fibrosis	4.0097840438859334e-05
1	Essential_hypertension	3.8243756162851484e-05
1	Chronic_bronchitis	3.811109182354095e-05
1	Hypophosphatemia	3.756197568025516e-05
1	Abdominal_pain	3.7508256557050094e-05
1	Arthritis	3.747773045244977e-05
1	Atypical_hemolytic_uremic_syndrome_with_I_factor_anomaly	3.745524436081772e-05
